"formula","site","depth","Suction_kPa"
"C16H24O3S2","DMT","30-60",50
"C12H24O8S1","DMT","0-30",15
"C12H24O8S1","DMT","0-30",3
"C15H23O5N1P1","PT","60-90",15
"C15H23O5N1P1","PT","180-210",3
"C16H24O5S1","PT","120-150",15
"C16H24O5S1","PT","0-30",50
"C16H24O5S1","DMT","0-30",1.5
"C16H24O5S1","GS","60-90",3
"C16H24O5S1","PT","210-240",1.5
"C16H24O5S1","PT","60-90",15
"C16H24O5S1","GS","30-60",1.5
"C16H24O5S1","PT","210-240",3
"C16H24O5S1","PT","0-30",15
"C16H24O5S1","DMT","0-30",15
"C16H24O5S1","DMT","0-30",3
"C16H24O5S1","DMT","60-90",1.5
"C16H24O5S1","GS","30-60",3
"C16H24O5S1","DMT","30-60",15
"C20H24O2S1","PT","60-90",50
"C20H24O2S1","DMT","30-60",50
"C16H29N1P3","PT","90-120",15
"C16H29N1P3","PT","0-30",3
"C16H29N1P3","DMT","30-60",3
"C16H29N1P3","PT","120-150",15
"C16H29N1P3","PT","120-150",50
"C16H29N1P3","PT","0-30",50
"C16H29N1P3","PT","60-90",50
"C16H29N1P3","DMT","0-30",1.5
"C16H29N1P3","PT","210-240",1.5
"C16H29N1P3","PT","60-90",15
"C16H29N1P3","DMT","30-60",50
"C16H29N1P3","GS","30-60",15
"C16H29N1P3","DMT","0-30",15
"C16H29N1P3","DMT","0-30",3
"C20H28N2S1","PT","180-210",1.5
"C20H28N2S1","PT","60-90",3
"C20H28N2S1","PT","0-30",1.5
"C20H28N2S1","PT","0-30",3
"C20H28N2S1","GS","0-30",1.5
"C20H28N2S1","DMT","30-60",3
"C20H28N2S1","PT","120-150",50
"C20H28N2S1","PT","90-120",50
"C20H28N2S1","PT","90-120",15
"C20H28N2S1","DMT","30-60",50
"C20H28N2S1","DMT","30-60",1.5
"C20H28N2S1","GS","30-60",15
"C20H28N2S1","PT","90-120",1.5
"C18H32O5","DMT","30-60",3
"C18H32O5","PT","210-240",1.5
"C18H32O5","DMT","30-60",50
"C21H7N5","GS","30-60",15
"C21H7N5","PT","210-240",50
"C21H7N5","GS","30-60",50
"C13H21O1N3S1P2","PT","180-210",3
"C13H21O1N3S1P2","GS","30-60",15
"C13H21O1N3S1P2","PT","210-240",50
"C13H21O1N3S1P2","GS","30-60",50
"C9H23O6N5S1","PT","120-150",1.5
"C9H23O6N5S1","PT","0-30",3
"C9H23O6N5S1","PT","30-60",1.5
"C9H23O6N5S1","PT","120-150",50
"C9H23O6N5S1","GS","0-30",3
"C9H23O6N5S1","PT","90-120",15
"C9H23O6N5S1","DMT","30-60",50
"C9H23O6N5S1","DMT","30-60",1.5
"C9H23O6N5S1","PT","150-180",50
"C9H23O6N5S1","GS","30-60",15
"C9H23O6N5S1","GS","30-60",50
"C9H23O6N5S1","PT","180-210",50
"C17H30O4P1","PT","60-90",3
"C17H30O4P1","PT","0-30",3
"C17H30O4P1","PT","30-60",1.5
"C17H30O4P1","PT","30-60",3
"C17H30O4P1","PT","120-150",50
"C17H30O4P1","PT","0-30",50
"C17H30O4P1","DMT","0-30",1.5
"C17H30O4P1","GS","60-90",3
"C17H30O4P1","PT","210-240",1.5
"C17H30O4P1","PT","60-90",15
"C17H30O4P1","PT","180-210",3
"C17H30O4P1","PT","0-30",1.5
"C17H30O4P1","GS","30-60",1.5
"C17H30O4P1","DMT","30-60",50
"C17H30O4P1","PT","210-240",3
"C14H29N5P2","GS","30-60",3
"C14H29N5P2","GS","0-30",1.5
"C14H29N5P2","PT","60-90",1.5
"C14H29N5P2","PT","0-30",3
"C14H29N5P2","PT","120-150",15
"C14H29N5P2","GS","60-90",3
"C14H29N5P2","PT","210-240",1.5
"C14H29N5P2","PT","60-90",15
"C14H29N5P2","DMT","0-30",15
"C14H29N5P2","DMT","0-30",3
"C9H2N2S6","DMT","30-60",3
"C10H4O5S2P2","PT","60-90",3
"C10H4O5S2P2","DMT","30-60",3
"C10H4O5S2P2","PT","90-120",50
"C14H4O6P2","DMT","0-30",3
"C8H5O4N5S2P1","PT","120-150",15
"C8H5O4N5S2P1","PT","210-240",50
"C8H5O4N5S2P1","DMT","0-30",15
"C13H6O3N4S2","PT","90-120",15
"C13H6O3N4S2","PT","60-90",15
"C13H6O3N4S2","DMT","0-30",15
"C13H6O3N4S2","DMT","0-30",3
"C9H6O8N4S1","GS","0-30",3
"C16H15O1N1P3","DMT","0-30",15
"C21H14S2","DMT","0-30",15
"C21H14S2","DMT","0-30",3
"C14H23O2N1P3","PT","180-210",3
"C18H18O6","DMT","0-30",15
"C15H22O6S1","PT","0-30",50
"C15H22O6S1","GS","60-90",3
"C15H22O6S1","PT","60-90",15
"C15H22O6S1","PT","0-30",15
"C15H22O6S1","DMT","0-30",15
"C15H22O6S1","DMT","0-30",3
"C15H22O6S1","DMT","30-60",15
"C15H25O3N1S1P1","PT","180-210",3
"C15H25O3N1S1P1","PT","0-30",50
"C15H25O3N1S1P1","PT","0-30",15
"C15H25O3N1S1P1","PT","120-150",15
"C15H25O3N1S1P1","GS","30-60",15
"C15H25O3N1S1P1","DMT","0-30",15
"C15H25O3N1S1P1","PT","180-210",50
"C15H25O3N1S1P1","DMT","0-30",3
"C15H27O1N1P3","PT","90-120",15
"C15H27O1N1P3","PT","0-30",50
"C15H27O1N1P3","PT","60-90",50
"C15H27O1N1P3","GS","60-90",3
"C15H27O1N1P3","PT","60-90",15
"C15H27O1N1P3","PT","180-210",3
"C15H27O1N1P3","DMT","30-60",50
"C15H27O1N1P3","PT","0-30",15
"C15H27O1N1P3","GS","30-60",15
"C15H27O1N1P3","PT","210-240",50
"C15H27O1N1P3","DMT","0-30",15
"C15H27O1N1P3","GS","30-60",50
"C15H27O1N1P3","DMT","0-30",3
"C26H18","PT","180-210",3
"C15H26O2N2S2","PT","0-30",50
"C15H26O2N2S2","PT","60-90",15
"C13H28N6P2","PT","90-120",15
"C13H28N6P2","PT","120-150",50
"C16H30O3N2S1","PT","90-120",15
"C16H30O3N2S1","PT","120-150",50
"C16H30O3N2S1","PT","0-30",50
"C16H30O3N2S1","GS","60-90",3
"C16H30O3N2S1","PT","210-240",1.5
"C14H4O8P1","DMT","0-30",15
"C14H4O8P1","DMT","0-30",3
"C11H24O5S2P1","PT","180-210",3
"C11H24O5S2P1","GS","30-60",50
"C11H24O5S2P1","PT","180-210",50
"C17H17O6N1","PT","0-30",50
"C17H17O6N1","GS","60-90",3
"C17H17O6N1","PT","210-240",1.5
"C17H17O6N1","PT","60-90",15
"C17H17O6N1","PT","180-210",3
"C17H17O6N1","DMT","30-60",50
"C17H17O6N1","DMT","30-60",1.5
"C17H17O6N1","PT","210-240",50
"C17H17O6N1","GS","30-60",50
"C17H17O6N1","PT","90-120",1.5
"C8H21O7N5S1","PT","180-210",3
"C8H21O7N5S1","PT","0-30",50
"C8H21O7N5S1","DMT","0-30",15
"C8H21O7N5S1","DMT","0-30",3
"C14H28O3N4P1","PT","90-120",15
"C14H28O3N4P1","PT","30-60",50
"C14H28O3N4P1","PT","60-90",15
"C14H28O3N4P1","GS","30-60",1.5
"C9H4N2S6","PT","180-210",1.5
"C11H8S6","PT","210-240",1.5
"C7H4N6S5","DMT","0-30",15
"C7H10O7S2P2","PT","150-180",50
"C12H3O3N3S2P1","PT","60-90",15
"C13H6O3N2S1P2","DMT","0-30",15
"C13H6O3N2S1P2","DMT","0-30",3
"C10H9O6N1P3","DMT","0-30",3
"C11H5O2N5P3","PT","210-240",1.5
"C8H7O4N5S2P1","PT","120-150",15
"C8H7O4N5S2P1","PT","210-240",50
"C8H7O4N5S2P1","DMT","0-30",15
"C18H7O2N1S1P1","GS","30-60",3
"C18H7O2N1S1P1","PT","0-30",50
"C18H7O2N1S1P1","GS","60-90",3
"C18H7O2N1S1P1","PT","210-240",1.5
"C18H7O2N1S1P1","PT","180-210",3
"C18H7O2N1S1P1","DMT","30-60",50
"C18H7O2N1S1P1","PT","0-30",15
"C16H17O1N1P3","GS","60-90",50
"C16H17O1N1P3","DMT","0-30",15
"C13H21O1N1S1P3","PT","180-210",3
"C13H21O1N1S1P3","DMT","0-30",3
"C13H21O3N1P3","GS","30-60",50
"C17H16O7","DMT","0-30",15
"C8H20O8N4S1","PT","0-30",50
"C8H20O8N4S1","PT","210-240",1.5
"C8H20O8N4S1","DMT","30-60",50
"C14H25O2N1P3","PT","180-210",3
"C14H25O2N1P3","GS","30-60",15
"C14H25O2N1P3","PT","210-240",50
"C14H25O2N1P3","GS","30-60",50
"C11H15N11P1","PT","150-180",15
"C11H15N11P1","PT","120-150",15
"C11H15N11P1","PT","120-150",50
"C11H15N11P1","PT","0-30",50
"C11H15N11P1","PT","60-90",50
"C11H15N11P1","PT","210-240",1.5
"C11H15N11P1","PT","60-90",15
"C11H15N11P1","PT","180-210",3
"C11H15N11P1","DMT","30-60",50
"C11H15N11P1","GS","30-60",15
"C15H29O1N1P3","PT","180-210",3
"C15H29O1N1P3","DMT","30-60",50
"C15H29O1N1P3","GS","30-60",15
"C15H29O1N1P3","GS","30-60",50
"C9H21O8N1P2","GS","0-30",1.5
"C9H21O8N1P2","PT","0-30",50
"C9H21O8N1P2","PT","30-60",50
"C9H21O8N1P2","GS","60-90",3
"C9H21O8N1P2","PT","210-240",1.5
"C9H21O8N1P2","PT","180-210",3
"C9H21O8N1P2","DMT","30-60",50
"C9H21O8N1P2","DMT","30-60",1.5
"C9H21O8N1P2","PT","0-30",15
"C9H21O8N1P2","GS","30-60",15
"C9H21O8N1P2","PT","210-240",50
"C9H21O8N1P2","GS","30-60",50
"C9H21O8N1P2","PT","180-210",50
"C9H21O8N1P2","PT","180-210",15
"C9H21O8N1P2","PT","120-150",1.5
"C9H21O8N1P2","PT","90-120",3
"C9H21O8N1P2","PT","30-60",1.5
"C9H21O8N1P2","PT","90-120",1.5
"C13H27O5N5","PT","90-120",15
"C13H27O5N5","PT","0-30",50
"C13H27O5N5","PT","60-90",50
"C13H27O5N5","GS","60-90",3
"C13H27O5N5","PT","60-90",15
"C13H27O5N5","DMT","30-60",50
"C10H3O1N5S1P3","PT","60-90",15
"C12H4O4N2S1P2","DMT","30-60",3
"C12H4O4N2S1P2","PT","60-90",50
"C12H4O4N2S1P2","PT","60-90",15
"C12H6O4N4S2","PT","120-150",1.5
"C12H6O4N4S2","PT","90-120",15
"C12H6O4N4S2","PT","60-90",3
"C12H6O4N4S2","PT","0-30",3
"C12H6O4N4S2","PT","30-60",50
"C12H6O4N4S2","PT","120-150",15
"C12H6O4N4S2","PT","30-60",3
"C12H6O4N4S2","PT","120-150",50
"C12H6O4N4S2","PT","0-30",50
"C12H6O4N4S2","GS","60-90",3
"C12H6O4N4S2","PT","210-240",1.5
"C12H6O4N4S2","PT","60-90",15
"C12H6O4N4S2","PT","120-150",3
"C12H6O4N4S2","PT","150-180",3
"C12H6O4N4S2","PT","180-210",3
"C12H6O4N4S2","DMT","30-60",50
"C12H6O4N4S2","PT","0-30",15
"C12H6O4N4S2","PT","210-240",50
"C12H6O4N4S2","DMT","0-30",15
"C12H6O4N4S2","PT","90-120",3
"C18H9O2N1S1P1","GS","30-60",50
"C18H9O2N1S1P1","PT","180-210",50
"C15H15O2N1P3","GS","30-60",15
"C19H13O1N1S1P1","GS","0-30",1.5
"C19H13O1N1S1P1","PT","120-150",1.5
"C19H13O1N1S1P1","PT","60-90",3
"C19H13O1N1S1P1","PT","0-30",3
"C19H13O1N1S1P1","PT","30-60",50
"C19H13O1N1S1P1","PT","30-60",1.5
"C19H13O1N1S1P1","PT","120-150",15
"C19H13O1N1S1P1","PT","30-60",3
"C19H13O1N1S1P1","PT","120-150",50
"C19H13O1N1S1P1","PT","0-30",50
"C19H13O1N1S1P1","PT","60-90",50
"C19H13O1N1S1P1","DMT","0-30",1.5
"C19H13O1N1S1P1","GS","60-90",3
"C19H13O1N1S1P1","PT","210-240",1.5
"C19H13O1N1S1P1","PT","60-90",15
"C19H13O1N1S1P1","PT","180-210",3
"C19H13O1N1S1P1","GS","30-60",1.5
"C19H13O1N1S1P1","DMT","30-60",50
"C19H13O1N1S1P1","PT","210-240",3
"C19H13O1N1S1P1","PT","0-30",15
"C11H14O8N2S1","GS","30-60",50
"C16H19O1N1P3","GS","30-60",15
"C16H19O1N1P3","DMT","0-30",15
"C16H19O1N1P3","DMT","0-30",3
"C20H14O5","PT","0-30",50
"C20H14O5","GS","60-90",3
"C20H14O5","PT","180-210",3
"C20H14O5","DMT","30-60",50
"C20H14O5","PT","0-30",15
"C20H14O5","PT","180-210",50
"C16H18O4N2S1","GS","30-60",15
"C17H23N1P3","DMT","30-60",50
"C17H23N1P3","DMT","0-30",15
"C17H23N1P3","GS","30-60",50
"C17H23N1P3","GS","30-60",15
"C14H27O2N1P3","GS","30-60",15
"C14H27O2N1P3","PT","210-240",50
"C14H27O2N1P3","GS","30-60",50
"C11H17N11P1","PT","90-120",15
"C11H17N11P1","PT","150-180",15
"C11H17N11P1","PT","30-60",50
"C11H17N11P1","PT","120-150",15
"C11H17N11P1","PT","30-60",3
"C11H17N11P1","PT","120-150",50
"C11H17N11P1","PT","0-30",50
"C11H17N11P1","PT","60-90",50
"C11H17N11P1","DMT","0-30",1.5
"C11H17N11P1","GS","60-90",3
"C11H17N11P1","PT","210-240",1.5
"C11H17N11P1","PT","60-90",15
"C11H17N11P1","PT","120-150",3
"C11H17N11P1","PT","180-210",3
"C11H17N11P1","GS","30-60",1.5
"C11H17N11P1","DMT","30-60",50
"C11H17N11P1","PT","0-30",15
"C11H17N11P1","GS","30-60",15
"C11H17N11P1","PT","210-240",50
"C11H17N11P1","DMT","0-30",15
"C11H17N11P1","GS","30-60",50
"C11H17N11P1","DMT","0-30",3
"C15H26O8","DMT","0-30",3
"C9H5O9N1S2","PT","210-240",1.5
"C19H13O5N1","PT","0-30",50
"C19H13O5N1","GS","60-90",3
"C19H13O5N1","PT","210-240",1.5
"C19H13O5N1","DMT","30-60",50
"C19H13O5N1","GS","30-60",50
"C18H26P3","GS","0-30",1.5
"C18H26P3","PT","0-30",50
"C18H26P3","PT","30-60",50
"C18H26P3","GS","60-90",3
"C18H26P3","PT","210-240",1.5
"C18H26P3","DMT","30-60",50
"C16H32O3S1P1","PT","90-120",15
"C16H32O3S1P1","PT","0-30",50
"C16H32O3S1P1","DMT","30-60",50
"C15H25O2N7","GS","60-90",3
"C13H29O5N5","GS","0-30",1.5
"C13H29O5N5","PT","180-210",1.5
"C13H29O5N5","PT","90-120",15
"C13H29O5N5","DMT","30-60",3
"C13H29O5N5","DMT","0-30",1.5
"C13H29O5N5","GS","60-90",3
"C13H29O5N5","PT","210-240",1.5
"C13H29O5N5","PT","60-90",15
"C13H29O5N5","PT","90-120",50
"C13H29O5N5","DMT","30-60",50
"C13H29O5N5","DMT","30-60",1.5
"C13H29O5N5","PT","90-120",1.5
"C12H4N2S5","DMT","30-60",3
"C12H5O1N1S2P3","PT","120-150",1.5
"C12H5O1N1S2P3","PT","90-120",15
"C12H5O1N1S2P3","PT","60-90",3
"C12H5O1N1S2P3","PT","0-30",3
"C12H5O1N1S2P3","DMT","30-60",3
"C12H5O1N1S2P3","PT","30-60",1.5
"C12H5O1N1S2P3","PT","90-120",50
"C12H5O1N1S2P3","DMT","30-60",50
"C12H5O1N1S2P3","PT","150-180",50
"C13H6O5S1P2","PT","210-240",1.5
"C16H4O1N2S3","PT","210-240",1.5
"C13H4O9S1","DMT","0-30",15
"C13H4O9S1","DMT","0-30",3
"C16H6O1N2S1P2","DMT","0-30",3
"C12H21O2N1S1P3","GS","0-30",1.5
"C12H21O2N1S1P3","PT","0-30",50
"C12H21O2N1S1P3","PT","30-60",50
"C12H21O2N1S1P3","GS","60-90",3
"C12H21O2N1S1P3","PT","210-240",1.5
"C12H21O2N1S1P3","DMT","30-60",50
"C16H21O1N1P3","DMT","0-30",15
"C11H19O7N3P1","GS","30-60",15
"C11H19O7N3P1","GS","30-60",50
"C20H16O5","GS","0-30",1.5
"C20H16O5","PT","120-150",1.5
"C20H16O5","PT","60-90",3
"C20H16O5","PT","0-30",3
"C20H16O5","PT","90-120",3
"C20H16O5","PT","30-60",50
"C20H16O5","PT","30-60",1.5
"C20H16O5","PT","120-150",15
"C20H16O5","PT","120-150",50
"C20H16O5","PT","0-30",50
"C20H16O5","PT","60-90",50
"C20H16O5","DMT","0-30",1.5
"C20H16O5","GS","60-90",3
"C20H16O5","PT","60-90",15
"C20H16O5","GS","0-30",3
"C20H16O5","PT","150-180",3
"C20H16O5","PT","180-210",3
"C20H16O5","GS","30-60",1.5
"C20H16O5","DMT","30-60",50
"C20H16O5","DMT","30-60",1.5
"C20H16O5","PT","0-30",15
"C20H16O5","PT","150-180",50
"C20H16O5","DMT","0-30",15
"C20H16O5","PT","180-210",50
"C20H16O5","DMT","0-30",3
"C20H16O5","DMT","30-60",15
"C17H25N1P3","PT","0-30",50
"C17H25N1P3","PT","60-90",50
"C17H25N1P3","GS","60-90",3
"C17H25N1P3","PT","180-210",3
"C17H25N1P3","DMT","30-60",50
"C17H25N1P3","DMT","30-60",1.5
"C17H25N1P3","GS","30-60",15
"C17H25N1P3","PT","210-240",50
"C17H25N1P3","DMT","0-30",15
"C17H25N1P3","GS","30-60",50
"C17H25N1P3","DMT","0-30",3
"C17H25N1P3","PT","0-30",15
"C14H28O3N2S2","GS","0-30",15
"C11H19N11P1","GS","30-60",3
"C11H19N11P1","GS","0-30",1.5
"C11H19N11P1","PT","120-150",1.5
"C11H19N11P1","PT","90-120",15
"C11H19N11P1","PT","60-90",3
"C11H19N11P1","PT","60-90",1.5
"C11H19N11P1","PT","150-180",15
"C11H19N11P1","PT","0-30",3
"C11H19N11P1","PT","30-60",50
"C11H19N11P1","PT","30-60",1.5
"C11H19N11P1","PT","120-150",15
"C11H19N11P1","PT","30-60",3
"C11H19N11P1","PT","120-150",50
"C11H19N11P1","PT","0-30",50
"C11H19N11P1","PT","60-90",50
"C11H19N11P1","DMT","0-30",1.5
"C11H19N11P1","GS","60-90",3
"C11H19N11P1","PT","210-240",1.5
"C11H19N11P1","PT","60-90",15
"C11H19N11P1","PT","120-150",3
"C11H19N11P1","PT","150-180",3
"C11H19N11P1","PT","180-210",3
"C11H19N11P1","GS","30-60",1.5
"C11H19N11P1","DMT","30-60",50
"C11H19N11P1","PT","0-30",15
"C11H19N11P1","PT","180-210",50
"C11H19N11P1","GS","30-60",15
"C11H19N11P1","PT","210-240",50
"C11H19N11P1","DMT","0-30",15
"C11H19N11P1","GS","30-60",50
"C11H19N11P1","DMT","0-30",3
"C11H19N11P1","PT","180-210",15
"C11H19N11P1","PT","90-120",3
"C11H19N11P1","PT","90-120",1.5
"C15H33O1N1P3","PT","180-210",3
"C12H30O1N6P2","GS","0-30",1.5
"C12H30O1N6P2","PT","180-210",1.5
"C12H30O1N6P2","PT","60-90",3
"C12H30O1N6P2","PT","0-30",3
"C12H30O1N6P2","PT","120-150",50
"C12H30O1N6P2","PT","0-30",50
"C12H30O1N6P2","GS","60-90",3
"C12H30O1N6P2","PT","210-240",1.5
"C12H30O1N6P2","GS","30-60",1.5
"C12H30O1N6P2","DMT","30-60",50
"C10H22O1N6S2P1","PT","0-30",50
"C10H22O1N6S2P1","GS","60-90",3
"C10H22O1N6S2P1","DMT","30-60",50
"C13H27O5N3S1","PT","0-30",50
"C13H27O5N3S1","PT","180-210",3
"C13H27O5N3S1","GS","30-60",1.5
"C14H31O2N3S2","PT","0-30",50
"C14H31O2N3S2","GS","60-90",3
"C14H31O2N3S2","DMT","30-60",50
"C12H27O6N5","PT","120-150",50
"C13H31O5N5","PT","180-210",1.5
"C13H31O5N5","PT","90-120",15
"C13H31O5N5","DMT","30-60",3
"C13H31O5N5","DMT","30-60",50
"C7H2O4N2S5","DMT","30-60",3
"C9H6O6S4","DMT","30-60",3
"C9H6O6S4","PT","180-210",3
"C9H6O6S4","PT","210-240",50
"C8H6O5N2S4","DMT","30-60",3
"C16H4O1S2P2","DMT","0-30",15
"C9H8O6S2P2","PT","150-180",1.5
"C9H8O6S2P2","PT","120-150",1.5
"C9H8O6S2P2","PT","90-120",15
"C9H8O6S2P2","PT","60-90",3
"C9H8O6S2P2","PT","0-30",3
"C9H8O6S2P2","PT","30-60",50
"C9H8O6S2P2","PT","30-60",1.5
"C9H8O6S2P2","PT","120-150",15
"C9H8O6S2P2","PT","30-60",3
"C9H8O6S2P2","PT","120-150",50
"C9H8O6S2P2","PT","0-30",50
"C9H8O6S2P2","DMT","0-30",1.5
"C9H8O6S2P2","GS","60-90",3
"C9H8O6S2P2","PT","210-240",1.5
"C9H8O6S2P2","PT","60-90",15
"C9H8O6S2P2","PT","120-150",3
"C9H8O6S2P2","PT","150-180",3
"C9H8O6S2P2","PT","180-210",3
"C9H8O6S2P2","DMT","30-60",50
"C9H8O6S2P2","PT","0-30",15
"C9H8O6S2P2","PT","150-180",50
"C9H8O6S2P2","PT","210-240",50
"C9H8O6S2P2","DMT","0-30",15
"C9H8O6S2P2","PT","90-120",3
"C16H6O1P4","PT","210-240",1.5
"C15H4O2N2S1P2","PT","210-240",1.5
"C10H12O7S1P2","DMT","0-30",15
"C12H18O1S5","PT","0-30",50
"C12H18O1S5","GS","0-30",3
"C12H18O1S5","PT","180-210",3
"C12H18O1S5","GS","30-60",50
"C12H18O1S5","PT","180-210",50
"C18H10O7","GS","60-90",3
"C18H10O7","PT","180-210",3
"C12H23O2N1S1P3","DMT","30-60",50
"C12H23O2N1S1P3","GS","30-60",15
"C19H14O6","PT","0-30",50
"C19H14O6","GS","60-90",3
"C19H14O6","PT","180-210",3
"C19H14O6","DMT","30-60",50
"C16H23O1N1P3","GS","30-60",15
"C16H23O1N1P3","DMT","0-30",15
"C16H23O1N1P3","GS","30-60",50
"C13H27O1N1S1P3","GS","0-30",1.5
"C13H27O1N1S1P3","PT","0-30",50
"C13H27O1N1S1P3","GS","60-90",3
"C13H27O1N1S1P3","PT","210-240",1.5
"C13H27O1N1S1P3","DMT","30-60",50
"C17H27N1P3","GS","0-30",1.5
"C17H27N1P3","PT","90-120",15
"C17H27N1P3","PT","150-180",15
"C17H27N1P3","PT","0-30",3
"C17H27N1P3","PT","120-150",15
"C17H27N1P3","PT","30-60",3
"C17H27N1P3","PT","0-30",50
"C17H27N1P3","PT","60-90",50
"C17H27N1P3","DMT","0-30",1.5
"C17H27N1P3","PT","210-240",1.5
"C17H27N1P3","PT","60-90",15
"C17H27N1P3","PT","120-150",3
"C17H27N1P3","PT","150-180",3
"C17H27N1P3","PT","180-210",3
"C17H27N1P3","DMT","30-60",50
"C17H27N1P3","PT","0-30",15
"C17H27N1P3","GS","30-60",15
"C17H27N1P3","PT","210-240",50
"C17H27N1P3","DMT","0-30",15
"C17H27N1P3","GS","30-60",50
"C17H27N1P3","DMT","0-30",3
"C11H21N11P1","GS","30-60",3
"C11H21N11P1","PT","150-180",1.5
"C11H21N11P1","GS","60-90",1.5
"C11H21N11P1","PT","180-210",1.5
"C11H21N11P1","PT","90-120",15
"C11H21N11P1","PT","60-90",3
"C11H21N11P1","PT","0-30",1.5
"C11H21N11P1","PT","150-180",15
"C11H21N11P1","PT","90-120",3
"C11H21N11P1","PT","30-60",50
"C11H21N11P1","PT","30-60",1.5
"C11H21N11P1","PT","120-150",15
"C11H21N11P1","PT","30-60",3
"C11H21N11P1","PT","120-150",50
"C11H21N11P1","PT","0-30",50
"C11H21N11P1","PT","60-90",50
"C11H21N11P1","DMT","0-30",1.5
"C11H21N11P1","GS","60-90",3
"C11H21N11P1","PT","210-240",1.5
"C11H21N11P1","PT","60-90",15
"C11H21N11P1","PT","120-150",3
"C11H21N11P1","PT","150-180",3
"C11H21N11P1","PT","180-210",3
"C11H21N11P1","GS","30-60",1.5
"C11H21N11P1","DMT","30-60",50
"C11H21N11P1","PT","0-30",15
"C11H21N11P1","PT","150-180",50
"C11H21N11P1","GS","30-60",15
"C11H21N11P1","PT","210-240",50
"C11H21N11P1","DMT","0-30",15
"C11H21N11P1","GS","30-60",50
"C11H21N11P1","DMT","0-30",3
"C11H21N11P1","PT","180-210",15
"C11H21N11P1","PT","90-120",1.5
"C17H34O1N6","PT","210-240",1.5
"C17H34O1N6","PT","60-90",15
"C12H4S5P1","DMT","30-60",3
"C10H2O2N2S2P3","DMT","30-60",3
"C15H21O2N3S2","DMT","30-60",50
"C23H17N1S1","PT","210-240",1.5
"C12H29O6N5","PT","90-120",15
"C12H29O6N5","PT","120-150",50
"C9H10S5P2","GS","0-30",1.5
"C9H10S5P2","PT","120-150",1.5
"C9H10S5P2","PT","90-120",15
"C9H10S5P2","PT","60-90",3
"C9H10S5P2","PT","0-30",3
"C9H10S5P2","PT","30-60",50
"C9H10S5P2","PT","30-60",1.5
"C9H10S5P2","PT","120-150",15
"C9H10S5P2","PT","30-60",3
"C9H10S5P2","PT","120-150",50
"C9H10S5P2","PT","0-30",50
"C9H10S5P2","GS","60-90",3
"C9H10S5P2","PT","210-240",1.5
"C9H10S5P2","PT","60-90",15
"C9H10S5P2","PT","120-150",3
"C9H10S5P2","DMT","30-60",50
"C9H10S5P2","PT","90-120",1.5
"C7H4O6N2S4","GS","0-30",3
"C7H4O6N2S4","PT","60-90",15
"C7H4O6N2S4","PT","150-180",50
"C8H4O9S3","DMT","30-60",3
"C12H9O1N1S2P3","PT","120-150",15
"C12H9O1N1S2P3","PT","210-240",50
"C12H9O1N1S2P3","DMT","0-30",15
"C12H6O6S1P2","PT","210-240",1.5
"C18H12O1S3","GS","0-30",3
"C11H21O3N1S1P3","GS","30-60",50
"C11H16O10S1","PT","0-30",50
"C13H12O9N2","PT","0-30",50
"C12H25O2N1S1P3","PT","0-30",50
"C12H25O2N1S1P3","PT","180-210",3
"C12H25O2N1S1P3","DMT","30-60",50
"C12H25O2N1S1P3","GS","30-60",15
"C12H25O2N1S1P3","PT","210-240",50
"C12H25O2N1S1P3","GS","30-60",50
"C16H25O1N1P3","PT","90-120",15
"C16H25O1N1P3","PT","120-150",15
"C16H25O1N1P3","PT","0-30",50
"C16H25O1N1P3","PT","60-90",50
"C16H25O1N1P3","PT","180-210",3
"C16H25O1N1P3","DMT","30-60",50
"C16H25O1N1P3","GS","30-60",15
"C16H25O1N1P3","DMT","0-30",15
"C16H25O1N1P3","GS","30-60",50
"C16H25O1N1P3","DMT","0-30",3
"C13H24O8S1","DMT","0-30",15
"C13H24O8S1","DMT","0-30",3
"C17H29N1P3","GS","0-30",1.5
"C17H29N1P3","PT","120-150",1.5
"C17H29N1P3","PT","180-210",1.5
"C17H29N1P3","PT","90-120",15
"C17H29N1P3","PT","60-90",3
"C17H29N1P3","PT","0-30",1.5
"C17H29N1P3","PT","0-30",3
"C17H29N1P3","PT","30-60",1.5
"C17H29N1P3","PT","120-150",15
"C17H29N1P3","PT","30-60",3
"C17H29N1P3","PT","120-150",50
"C17H29N1P3","PT","0-30",50
"C17H29N1P3","PT","60-90",50
"C17H29N1P3","DMT","0-30",1.5
"C17H29N1P3","GS","60-90",3
"C17H29N1P3","PT","210-240",1.5
"C17H29N1P3","PT","60-90",15
"C17H29N1P3","PT","120-150",3
"C17H29N1P3","PT","180-210",3
"C17H29N1P3","GS","30-60",1.5
"C17H29N1P3","DMT","30-60",50
"C17H29N1P3","DMT","30-60",1.5
"C17H29N1P3","PT","0-30",15
"C17H29N1P3","PT","150-180",50
"C17H29N1P3","GS","30-60",15
"C17H29N1P3","PT","210-240",50
"C17H29N1P3","DMT","0-30",15
"C17H29N1P3","GS","30-60",50
"C17H29N1P3","DMT","0-30",3
"C17H29N1P3","PT","180-210",15
"C10H29N7P3","PT","150-180",1.5
"C10H29N7P3","PT","120-150",1.5
"C10H29N7P3","PT","180-210",1.5
"C10H29N7P3","PT","90-120",15
