"","formula","EMSL_class","Class","Class_detailed","AImod","NOSC","HC","OC","DBE_AI","DBE","DBE_C"
"240","C12H10O3N4",NA,"condensed aromatic","condensed aromatic",0.6923,0.6667,0.83,0.25,3,10,0.25
"241","C8H13O3N5P1",NA,"aliphatic","aliphatic+N",-4,1,1.62,0.38,-3.5,5.5,-0.4375
"242","C12H18O4S1",NA,"aliphatic","aliphatic",0.1111,-0.6667,1.5,0.33,-1,4,-0.0833
"243","C16H18O1S1",NA,"unsaturated/lignin","unsaturated/lignin",0.4483,-0.875,1.12,0.06,6,8,0.375
"244","C12H18O6",NA,"aliphatic","aliphatic",0.1111,-0.5,1.5,0.5,-2,4,-0.1667
"245","C13H22O5",NA,"aliphatic","aliphatic",0.0476,-0.9231,1.69,0.38,-2,3,-0.1538
"246","C17H22O2",NA,"unsaturated/lignin","unsaturated/lignin",0.375,-1.0588,1.29,0.12,5,7,0.2941
"247","C14H26O4",NA,"aliphatic","aliphatic",0,-1.2857,1.86,0.29,-2,2,-0.1429
"248","C13H30O1N4",NA,"aliphatic","lipid",-0.4118,-1.2308,2.31,0.08,-4,1,-0.3077
"249","C11H3O3N1P2",NA,"condensed aromatic","condensed aromatic",1.1538,0.5455,0.27,0.27,6,12,0.5455
"250","C12H9O2N3S1",NA,"condensed aromatic","condensed aromatic",0.7143,0.5,0.75,0.17,4,10,0.3333
"251","C10H15O3N1P2",NA,"aliphatic","aliphatic+N",0.0909,-0.6,1.5,0.3,-1,5,-0.1
"252","C11H16O3S1P1",NA,"unsaturated/lignin","unsaturated/lignin",0.1333,-0.7273,1.45,0.27,-0.5,4.5,-0.0455
"253","C12H9O4N3",NA,"condensed aromatic","condensed aromatic",0.7143,0.6667,0.75,0.33,3,10,0.25
"254","C8H12O4N4P1",NA,"aliphatic","aliphatic+N",-1.5,1,1.5,0.5,-3.5,5.5,-0.4375
"255","C10H9N7S1",NA,"condensed aromatic","condensed aromatic",1,1.4,0.9,0,2,10,0.2
"256","C14H15N1P2",NA,"aromatic","aromatic",0.5455,-0.8571,1.07,0,6,9,0.4286
"257","C8H6O2S2P2",NA,"condensed aromatic","condensed aromatic",0.6667,0.25,0.75,0.25,1,7,0.125
"258","C7H4O3N2S3",NA,"condensed aromatic","condensed aromatic",1,2,0.57,0.43,-1,7,-0.1429
"259","C6H4O2N4S3",NA,"unsaturated/lignin","unsaturated/lignin",0.5,3,0.67,0.33,-2,7,-0.3333
"260","C10H3O4N3P1",NA,"condensed aromatic","condensed aromatic",1.375,1.4,0.3,0.4,3.5,11.5,0.35
"261","C8H10O2N2S1P2",NA,"unsaturated/lignin","unsaturated/lignin",0,0.25,1.25,0.25,-1,6,-0.125
"262","C14H12O1S2",NA,"aromatic","aromatic",0.5652,-0.4286,0.86,0.07,6,9,0.4286
"263","C10H12O6S1",NA,"unsaturated/lignin","unsaturated/lignin",0.1667,0.2,1.2,0.6,-2,5,-0.2
"264","C14H14O1P2",NA,"aromatic","aromatic",0.5652,-0.8571,1,0.07,6,9,0.4286
"265","C8H12O4N4S1",NA,"aliphatic","aliphatic+N",-2,1.25,1.5,0.5,-4,5,-0.5
"266","C21H8",NA,"condensed aromatic","condensed aromatic",0.8571,-0.381,0.38,0,18,18,0.8571
"267","C18H12S1",NA,"condensed aromatic","condensed aromatic",0.7059,-0.5556,0.67,0,12,13,0.6667
"268","C10H11N7P1",NA,"condensed aromatic","condensed aromatic",0.75,1,1.1,0,1.5,9.5,0.15
"269","C16H20O1S1",NA,"unsaturated/lignin","unsaturated/lignin",0.3793,-1,1.25,0.06,5,7,0.3125
"270","C16H20O3",NA,"unsaturated/lignin","unsaturated/lignin",0.3793,-0.875,1.25,0.19,4,7,0.25
"271","C14H28O4",NA,"aliphatic","lipid",-0.0833,-1.4286,2,0.29,-3,1,-0.2143
"272","C7H5O6N1P2",NA,"condensed aromatic","condensed aromatic",1,1.4286,0.71,0.86,-2,7,-0.2857
"273","C10H16O2P3",NA,"aliphatic","aliphatic",0.0833,-1.2,1.6,0.2,-0.5,4.5,-0.05
"274","C10H14O6P1",NA,"unsaturated/lignin","unsaturated/lignin",0.0833,-0.2,1.4,0.6,-2.5,4.5,-0.25
"275","C13H11O5N1",NA,"aromatic","aromatic",0.5789,0.1538,0.85,0.38,3,9,0.2308
"276","C7H4O5S1P2",NA,"condensed aromatic","condensed aromatic",1,1.1429,0.57,0.71,-1,7,-0.1429
"277","C6H6O2N4S3",NA,"condensed aromatic","condensed aromatic",1,2.6667,1,0.33,-3,6,-0.5
"278","C15H4O1P2",NA,"condensed aromatic","condensed aromatic",1,-0.1333,0.27,0.07,12,15,0.8
"279","C10H5O4N3P1",NA,"condensed aromatic","condensed aromatic",1.125,1.2,0.5,0.4,2.5,10.5,0.25
"280","C13H12O2P2",NA,"aromatic","aromatic",0.6,-0.6154,0.92,0.15,5,9,0.3846
"281","C10H17O1N1S2P1",NA,"aliphatic","aliphatic+N",-0.1818,-0.8,1.7,0.1,-1.5,3.5,-0.15
"282","C14H14O3S1",NA,"unsaturated/lignin","unsaturated/lignin",0.4783,-0.4286,1,0.21,4,8,0.2857
"283","C16H22O1S1",NA,"unsaturated/lignin","unsaturated/lignin",0.3103,-1.125,1.38,0.06,4,6,0.25
"284","C12H22O6",NA,"aliphatic","aliphatic",-0.1111,-0.8333,1.83,0.5,-4,2,-0.3333
"285","C12H18O1N6",NA,"aliphatic","aliphatic+N",0.0909,0.1667,1.5,0.08,0,7,0
"286","C16H22O3",NA,"unsaturated/lignin","unsaturated/lignin",0.3103,-1,1.38,0.19,3,6,0.1875
"287","C18H30O1",NA,"aliphatic","aliphatic",0.2,-1.5556,1.67,0.06,3,4,0.1667
"288","C11H17O1N7",NA,"aliphatic","aliphatic+N",-0.1429,0.5455,1.55,0.09,-1,7,-0.0909
"289","C17H29O1N1",NA,"aliphatic","aliphatic+N",0.1613,-1.4118,1.71,0.06,2,4,0.1176
"290","C6H4O2N2S4",NA,"condensed aromatic","condensed aromatic",1,2.3333,0.67,0.33,-2,6,-0.3333
"291","C8H8S5",NA,"unsaturated/lignin","unsaturated/lignin",0,0.25,1,0,0,5,0
"292","C5H4O1N4S4",NA,"condensed aromatic","condensed aromatic",0.7143,3.6,0.8,0.2,-3,6,-0.6
"293","C10H3O2N1S2P1",NA,"condensed aromatic","condensed aromatic",1.1,0.8,0.3,0.2,4.5,10.5,0.45
"294","C6H3O7N1S1P1",NA,"unsaturated/lignin","unsaturated/lignin",0,2.6667,0.5,1.17,-3.5,6.5,-0.5833
"295","C9H3O1N3S2P1",NA,"condensed aromatic","condensed aromatic",1.6,1.3333,0.33,0.11,3.5,10.5,0.3889
"296","C10H6O1N2S1P2",NA,"condensed aromatic","condensed aromatic",1,0.4,0.6,0.1,4,10,0.4
"297","C11H10N2S1P2",NA,"condensed aromatic","condensed aromatic",0.6667,-0.1818,0.91,0,4,9,0.3636
"298","C16H8S2",NA,"condensed aromatic","condensed aromatic",0.7857,-0.25,0.5,0,11,13,0.6875
"299","C6H11O1N5S2P1",NA,"condensed aromatic","condensed aromatic",1.6,1.6667,1.83,0.17,-4.5,4.5,-0.75
"300","C14H4O4N2",NA,"condensed aromatic","condensed aromatic",1,0.7143,0.29,0.29,8,14,0.5714
"301","C14H16O1S2",NA,"unsaturated/lignin","unsaturated/lignin",0.3913,-0.7143,1.14,0.07,4,7,0.2857
"302","C14H16O5",NA,"unsaturated/lignin","unsaturated/lignin",0.3913,-0.4286,1.14,0.36,2,7,0.1429
"303","C11H16O2N6",NA,"unsaturated/lignin","unsaturated/lignin",0,0.5455,1.45,0.18,-1,7,-0.0909
"304","C15H20O4",NA,"unsaturated/lignin","unsaturated/lignin",0.3077,-0.8,1.33,0.27,2,6,0.1333
"305","C16H24O1S1",NA,"aliphatic","aliphatic",0.2414,-1.25,1.5,0.06,3,5,0.1875
"306","C12H24O6",NA,"aliphatic","lipid",-0.2222,-1,2,0.5,-5,1,-0.4167
"307","C12H20O1N6",NA,"aliphatic","aliphatic+N",-0.0909,0,1.67,0.08,-1,6,-0.0833
"308","C16H24O3",NA,"aliphatic","aliphatic",0.2414,-1.125,1.5,0.19,2,5,0.125
"309","C10H15O2N7",NA,"aliphatic","aliphatic+N",-0.5,1,1.5,0.2,-2,7,-0.2
"310","C14H4S1P2",NA,"condensed aromatic","condensed aromatic",1,-0.1429,0.29,0,11,14,0.7857
"311","C11H9O1N1S2P1",NA,"aromatic","aromatic",0.6154,0,0.82,0.09,3.5,8.5,0.3182
"312","C14H6O2N2S1",NA,"condensed aromatic","condensed aromatic",0.9,0.4286,0.43,0.14,8,13,0.5714
"313","C11H12N2S1P2",NA,"unsaturated/lignin","unsaturated/lignin",0.5,-0.3636,1.09,0,3,8,0.2727
"314","C16H10S2",NA,"condensed aromatic","condensed aromatic",0.7143,-0.375,0.62,0,10,12,0.625
"315","C14H18O1S2",NA,"unsaturated/lignin","unsaturated/lignin",0.3043,-0.8571,1.29,0.07,3,6,0.2143
"316","C14H18O3S1",NA,"unsaturated/lignin","unsaturated/lignin",0.3043,-0.7143,1.29,0.21,2,6,0.1429
"317","C18H18S1",NA,"aromatic","aromatic",0.5294,-0.8889,1,0,9,10,0.5
"318","C14H18O5",NA,"unsaturated/lignin","unsaturated/lignin",0.3043,-0.5714,1.29,0.36,1,6,0.0714
"319","C11H22O7",NA,"aliphatic","lipid",-0.3333,-0.7273,2,0.64,-6,1,-0.5455
"320","C11H18O2N6",NA,"aliphatic","aliphatic+N",-0.25,0.3636,1.64,0.18,-2,6,-0.1818
"321","C15H22O4",NA,"unsaturated/lignin","unsaturated/lignin",0.2308,-0.9333,1.47,0.27,1,5,0.0667
"322","C7H9N1S5",NA,"unsaturated/lignin","unsaturated/lignin",-2,0.5714,1.29,0,-2,4,-0.2857
"323","C12H19N3P2",NA,"aliphatic","aliphatic+N",0.1429,-0.8333,1.58,0,1,6,0.0833
"324","C6H4O4S4",NA,"unsaturated/lignin","unsaturated/lignin",-Inf,2,0.67,0.67,-3,5,-0.5
"325","C5H4O3N2S4",NA,"condensed aromatic","condensed aromatic",1,3.2,0.8,0.6,-4,5,-0.8
"326","C8H3O4N3S1P1",NA,"condensed aromatic","condensed aromatic",2.5,2,0.38,0.5,0.5,9.5,0.0625
"327","C11H10S2P2",NA,"aromatic","aromatic",0.5714,-0.5455,0.91,0,4,8,0.3636
"328","C9H4O6N2S1",NA,"condensed aromatic","condensed aromatic",1,1.7778,0.44,0.67,0,9,0
"329","C10H2N6P2",NA,"condensed aromatic","condensed aromatic",3,1.6,0.2,0,6,14,0.6
"330","C5H8O5N4S2",NA,"condensed aromatic","condensed aromatic",1.2857,3.6,1.6,1,-7,4,-1.4
"331","C10H8O5N2S1",NA,"aromatic","aromatic",0.5556,1,0.8,0.5,0,8,0
"332","C7H11O8N1P1",NA,"aliphatic","aliphatic+N",-2.5,1.1429,1.57,1.14,-6.5,3.5,-0.9286
"333","C8H12O8S1",NA,"aliphatic","aliphatic",-0.6667,0.75,1.5,1,-6,3,-0.75
"334","C11H14N2S1P2",NA,"unsaturated/lignin","unsaturated/lignin",0.3333,-0.5455,1.27,0,2,7,0.1818
"335","C16H12S2",NA,"aromatic","aromatic",0.6429,-0.5,0.75,0,9,11,0.5625
"336","C12H12O5S1",NA,"unsaturated/lignin","unsaturated/lignin",0.4118,0,1,0.42,1,7,0.0833
"337","C8H18O4N2P2",NA,"aliphatic","lipid",-2,-0.5,2.25,0.5,-6,2,-0.75
"338","C13H16O4S1",NA,"unsaturated/lignin","unsaturated/lignin",0.3,-0.4615,1.23,0.31,1,6,0.0769
"339","C9H22O3N2P2",NA,"aliphatic","lipid",-1.2857,-1.1111,2.44,0.33,-6,1,-0.6667
"340","C14H20O3S1",NA,"unsaturated/lignin","unsaturated/lignin",0.2174,-0.8571,1.43,0.21,1,5,0.0714
"341","C14H22O1P2",NA,"aliphatic","aliphatic",0.2174,-1.4286,1.57,0.07,2,5,0.1429
"342","C18H20S1",NA,"unsaturated/lignin","unsaturated/lignin",0.4706,-1,1.11,0,8,9,0.4444
"343","C14H20O5",NA,"unsaturated/lignin","unsaturated/lignin",0.2174,-0.7143,1.43,0.36,0,5,0
"344","C11H20O2N6",NA,"aliphatic","aliphatic+N",-0.5,0.1818,1.82,0.18,-3,5,-0.2727
"345","C15H24O4",NA,"aliphatic","aliphatic",0.1538,-1.0667,1.6,0.27,0,4,0
"346","C13H28N6",NA,"aliphatic","lipid",-0.4286,-0.7692,2.15,0,-3,3,-0.2308
"347","C17H32O2",NA,"aliphatic","aliphatic",0.0625,-1.6471,1.88,0.12,0,2,0
"348","C17H6N2P1",NA,"condensed aromatic","condensed aromatic",0.9643,0,0.35,0,13.5,16.5,0.7941
"349","C12H15O6N1",NA,"unsaturated/lignin","unsaturated/lignin",0.25,0,1.25,0.5,-1,6,-0.0833
"350","C15H15O2N3",NA,"aromatic","aromatic",0.5455,-0.1333,1,0.13,5,10,0.3333
"351","C9H18N8P1",NA,"aliphatic","lipid",-Inf,0.6667,2,0,-3.5,5.5,-0.3889
"352","C7H2N4S4",NA,"unsaturated/lignin","unsaturated/lignin",-1,2.5714,0.29,0,1,9,0.1429
"353","C9H2O6S2",NA,"condensed aromatic","condensed aromatic",1,1.5556,0.22,0.67,1,9,0.1111
"354","C11H10S4",NA,"unsaturated/lignin","unsaturated/lignin",0.4286,-0.1818,0.91,0,3,7,0.2727
"355","C8H2O9N2",NA,"condensed aromatic","condensed aromatic",1.6667,2.75,0.25,1.12,-2,9,-0.25
"356","C14H6O6",NA,"condensed aromatic","condensed aromatic",0.8182,0.4286,0.43,0.43,6,12,0.4286
"357","C15H10O1S2",NA,"condensed aromatic","condensed aromatic",0.68,-0.2667,0.67,0.07,8,11,0.5333
"358","C8H14O8S1",NA,"aliphatic","aliphatic",-1,0.5,1.75,1,-7,2,-0.875
"359","C16H14S2",NA,"aromatic","aromatic",0.5714,-0.625,0.88,0,8,10,0.5
"360","C12H14O5S1",NA,"unsaturated/lignin","unsaturated/lignin",0.2941,-0.1667,1.17,0.42,0,6,0
"361","C16H14O2S1",NA,"aromatic","aromatic",0.5714,-0.5,0.88,0.12,7,10,0.4375
"362","C12H14O7",NA,"unsaturated/lignin","unsaturated/lignin",0.2941,0,1.17,0.58,-1,6,-0.0833
"363","C13H10O3N4",NA,"condensed aromatic","condensed aromatic",0.7333,0.6154,0.77,0.23,4,11,0.3077
"364","C8H20O4N2P2",NA,"aliphatic","lipid",-2.5,-0.75,2.5,0.5,-7,1,-0.875
"365","C13H18O4S1",NA,"unsaturated/lignin","unsaturated/lignin",0.2,-0.6154,1.38,0.31,0,5,0
"366","C7H13O1N9P1",NA,"condensed aromatic","condensed aromatic",1.1429,2.2857,1.86,0.14,-4.5,6.5,-0.6429
"367","C17H18O1S1",NA,"unsaturated/lignin","unsaturated/lignin",0.4839,-0.8235,1.06,0.06,7,9,0.4118
"368","C13H18O6",NA,"unsaturated/lignin","unsaturated/lignin",0.2,-0.4615,1.38,0.46,-1,5,-0.0769
"369","C10H18O1N6S1",NA,"aliphatic","aliphatic+N",-1,0.4,1.8,0.1,-3,5,-0.3
"370","C14H22O3S1",NA,"aliphatic","aliphatic",0.1304,-1,1.57,0.21,0,4,0
"371","C18H22S1",NA,"unsaturated/lignin","unsaturated/lignin",0.4118,-1.1111,1.22,0,7,8,0.3889
"372","C14H22O5",NA,"aliphatic","aliphatic",0.1304,-0.8571,1.57,0.36,-1,4,-0.0714
"373","C11H22O2N6",NA,"aliphatic","lipid",-0.75,0,2,0.18,-4,4,-0.3636
"374","C15H26O4",NA,"aliphatic","aliphatic",0.0769,-1.2,1.73,0.27,-1,3,-0.0667
"375","C16H30O3",NA,"aliphatic","aliphatic",0.0345,-1.5,1.88,0.19,-1,2,-0.0625
"376","C13H30N6",NA,"aliphatic","lipid",-0.5714,-0.9231,2.31,0,-4,2,-0.3077
"377","C17H34O2",NA,"aliphatic","lipid",0,-1.7647,2,0.12,-1,1,-0.0588
"378","C12H18O1P3",NA,"aliphatic","aliphatic",0.2353,-1.3333,1.5,0.08,1.5,5.5,0.125
"379","C10H15O2N3P2",NA,"aliphatic","aliphatic+N",0,-0.2,1.5,0.2,-1,6,-0.1
"380","C14H24O1S1P1",NA,"aliphatic","aliphatic",0.087,-1.4286,1.71,0.07,0.5,3.5,0.0357
"381","C11H21O1N5S1",NA,"aliphatic","aliphatic+N",-0.5556,-0.1818,1.91,0.09,-3,4,-0.2727
"382","C9H4O4S3",NA,"condensed aromatic","condensed aromatic",0.75,1.1111,0.44,0.44,1,8,0.1111
"383","C5H7O6N1S2P1",NA,"condensed aromatic","condensed aromatic",1.75,2.4,1.4,1.2,-6.5,3.5,-1.3
"384","C7H4O2N4S3",NA,"unsaturated/lignin","unsaturated/lignin",0,2.5714,0.57,0.29,-1,8,-0.1429
"385","C11H12S4",NA,"unsaturated/lignin","unsaturated/lignin",0.2857,-0.3636,1.09,0,2,6,0.1818
"386","C12H4O6N2",NA,"condensed aromatic","condensed aromatic",1,1.1667,0.33,0.5,4,12,0.3333
"387","C18H8O1S1",NA,"condensed aromatic","condensed aromatic",0.8182,-0.2222,0.44,0.06,13,15,0.7222
"388","C15H12O1S2",NA,"aromatic","aromatic",0.6,-0.4,0.8,0.07,7,10,0.4667
"389","C11H12O6S1",NA,"unsaturated/lignin","unsaturated/lignin",0.2857,0.1818,1.09,0.55,-1,6,-0.0909
"390","C19H12S1",NA,"condensed aromatic","condensed aromatic",0.7222,-0.5263,0.63,0,13,14,0.6842
"391","C11H15O5N1P1",NA,"unsaturated/lignin","unsaturated/lignin",0.1538,-0.1818,1.36,0.45,-1.5,5.5,-0.1364
"392","C16H16S2",NA,"unsaturated/lignin","unsaturated/lignin",0.5,-0.75,1,0,7,9,0.4375
"393","C16H8O1N4",NA,"condensed aromatic","condensed aromatic",0.913,0.375,0.5,0.06,10,15,0.625
"394","C12H16O5S1",NA,"unsaturated/lignin","unsaturated/lignin",0.1765,-0.3333,1.33,0.42,-1,5,-0.0833
"395","C9H15O1N5S1P1",NA,"aliphatic","aliphatic+N",-1.3333,0.4444,1.67,0.11,-2.5,5.5,-0.2778
"396","C12H16O7",NA,"unsaturated/lignin","unsaturated/lignin",0.1765,-0.1667,1.33,0.58,-2,5,-0.1667
"397","C18H12O1N2",NA,"condensed aromatic","condensed aromatic",0.7419,-0.2222,0.67,0.06,11,14,0.6111
"398","C9H16O2N6S1",NA,"aliphatic","aliphatic+N",-3,0.8889,1.78,0.22,-4,5,-0.4444
"399","C13H20O4S1",NA,"aliphatic","aliphatic",0.1,-0.7692,1.54,0.31,-1,4,-0.0769
"400","C17H20O1S1",NA,"unsaturated/lignin","unsaturated/lignin",0.4194,-0.9412,1.18,0.06,6,8,0.3529
"401","C10H12N10",NA,"other",NA,NA,1.8,1.2,0,0,10,0
"402","C13H20O6",NA,"aliphatic","aliphatic",0.1,-0.6154,1.54,0.46,-2,4,-0.1538
"403","C17H20O3",NA,"unsaturated/lignin","unsaturated/lignin",0.4194,-0.8235,1.18,0.18,5,8,0.2941
"404","C13H24O2N2S1",NA,"aliphatic","aliphatic+N",-0.1111,-0.9231,1.85,0.15,-2,3,-0.1538
"405","C18H24S1",NA,"unsaturated/lignin","unsaturated/lignin",0.3529,-1.2222,1.33,0,6,7,0.3333
"406","C14H24O5",NA,"aliphatic","aliphatic",0.0435,-1,1.71,0.36,-2,3,-0.1429
"407","C18H24O2",NA,"unsaturated/lignin","unsaturated/lignin",0.3529,-1.1111,1.33,0.11,5,7,0.2778
"408","C15H28O4",NA,"aliphatic","aliphatic",0,-1.3333,1.87,0.27,-2,2,-0.1333
"409","C19H28O1",NA,"unsaturated/lignin","unsaturated/lignin",0.2973,-1.3684,1.47,0.05,5,6,0.2632
"410","C16H32O3",NA,"aliphatic","lipid",-0.0345,-1.625,2,0.19,-2,1,-0.125
"411","C18H10O1P1",NA,"condensed aromatic","condensed aromatic",0.7879,-0.4444,0.56,0.06,12.5,14.5,0.6944
"412","C11H15O3N1S2",NA,"unsaturated/lignin","unsaturated/lignin",0.0769,-0.1818,1.36,0.27,-1,5,-0.0909
"413","C11H15O5N1S1",NA,"unsaturated/lignin","unsaturated/lignin",0.0769,0,1.36,0.45,-2,5,-0.1818
"414","C11H17O3N1P2",NA,"aliphatic","aliphatic+N",0.0769,-0.7273,1.55,0.27,-1,5,-0.0909
"415","C12H18O3S1P1",NA,"aliphatic","aliphatic",0.1176,-0.8333,1.5,0.25,-0.5,4.5,-0.0417
"416","C9H7O2N9",NA,"unsaturated/lignin","unsaturated/lignin",-1,2.6667,0.78,0.22,0,11,0
"417","C12H20O1P3",NA,"aliphatic","aliphatic",0.1176,-1.5,1.67,0.08,0.5,4.5,0.0417
"418","C11H11N7S1",NA,"condensed aromatic","condensed aromatic",0.6667,1.0909,1,0,2,10,0.1818
"419","C7H2O2N2S4",NA,"condensed aromatic","condensed aromatic",Inf,2.2857,0.29,0.29,0,8,0
"420","C6H2O3N4S3",NA,"unsaturated/lignin","unsaturated/lignin",0.2,3.6667,0.33,0.5,-2,8,-0.3333
"421","C9H8O2S2P2",NA,"unsaturated/lignin","unsaturated/lignin",0.5,0,0.89,0.22,1,7,0.1111
"422","C7H5O3N3S2P1",NA,"unsaturated/lignin","unsaturated/lignin",0,2,0.71,0.43,-1.5,7.5,-0.2143
"423","C7H6O2N4S3",NA,"condensed aromatic","condensed aromatic",1,2.2857,0.86,0.29,-2,7,-0.2857
"424","C9H12O2N2S1P2",NA,"unsaturated/lignin","unsaturated/lignin",0,0,1.33,0.22,-1,6,-0.1111
"425","C10H10O7S1",NA,"unsaturated/lignin","unsaturated/lignin",0.2727,0.6,1,0.7,-2,6,-0.2
"426","C12H9O1N3S1P1",NA,"condensed aromatic","condensed aromatic",0.7692,0.3333,0.75,0.08,4.5,10.5,0.375
"427","C15H14O1S2",NA,"aromatic","aromatic",0.52,-0.5333,0.93,0.07,6,9,0.4
"428","C11H14O6S1",NA,"unsaturated/lignin","unsaturated/lignin",0.1429,0,1.27,0.55,-2,5,-0.1818
"429","C11H16O4P2",NA,"unsaturated/lignin","unsaturated/lignin",0.1429,-0.7273,1.45,0.36,-1,5,-0.0909
"430","C15H16O1P2",NA,"aromatic","aromatic",0.52,-0.9333,1.07,0.07,6,9,0.4
"431","C9H14O4N4S1",NA,"aliphatic","aliphatic+N",-1,0.8889,1.56,0.44,-4,5,-0.4444
"432","C17H10O2N2",NA,"condensed aromatic","condensed aromatic",0.7857,0,0.59,0.12,10,14,0.5882
"433","C22H10",NA,"condensed aromatic","condensed aromatic",0.8182,-0.4545,0.45,0,18,18,0.8182
"434","C19H14S1",NA,"condensed aromatic","condensed aromatic",0.6667,-0.6316,0.74,0,12,13,0.6316
"435","C16H18O2S1",NA,"unsaturated/lignin","unsaturated/lignin",0.4286,-0.75,1.12,0.12,5,8,0.3125
"436","C12H18O7",NA,"aliphatic","aliphatic",0.0588,-0.3333,1.5,0.58,-3,4,-0.25
"437","C16H18O4",NA,"unsaturated/lignin","unsaturated/lignin",0.4286,-0.625,1.12,0.25,4,8,0.25
"438","C13H22O6",NA,"aliphatic","aliphatic",0,-0.7692,1.69,0.46,-3,3,-0.2308
"439","C13H18O1N6",NA,"unsaturated/lignin","unsaturated/lignin",0.2308,0.1538,1.38,0.08,1,8,0.0769
"440","C17H22O3",NA,"unsaturated/lignin","unsaturated/lignin",0.3548,-0.9412,1.29,0.18,4,7,0.2353
"441","C14H26O5",NA,"aliphatic","aliphatic",-0.0435,-1.1429,1.86,0.36,-3,2,-0.2143
"442","C15H30O4",NA,"aliphatic","lipid",-0.0769,-1.4667,2,0.27,-3,1,-0.2
"443","C10H13O6N1S1",NA,"unsaturated/lignin","unsaturated/lignin",0,0.4,1.3,0.6,-3,5,-0.3
"444","C11H16O6P1",NA,"unsaturated/lignin","unsaturated/lignin",0.0714,-0.3636,1.45,0.55,-2.5,4.5,-0.2273
"445","C14H13O5N1",NA,"aromatic","aromatic",0.5238,0,0.93,0.36,3,9,0.2143
"446","C15H17O2N1S1",NA,"unsaturated/lignin","unsaturated/lignin",0.4167,-0.5333,1.13,0.13,4,8,0.2667
"447","C10H17O6N3",NA,"aliphatic","aliphatic+N",-0.5,0.4,1.7,0.6,-5,4,-0.5
"448","C8H4O1S5",NA,"aromatic","aromatic",0.6,1,0.5,0.12,1,7,0.125
"449","C12H4S4",NA,"condensed aromatic","condensed aromatic",0.875,0.3333,0.33,0,7,11,0.5833
"450","C11H3O2N1S2P1",NA,"condensed aromatic","condensed aromatic",1.0833,0.7273,0.27,0.18,5.5,11.5,0.5
"451","C8H6O7P2",NA,"aromatic","aromatic",0.6,1,0.75,0.88,-2,7,-0.25
"452","C7H4O8N2S1",NA,"other",NA,NA,2.8571,0.57,1.14,-4,7,-0.5714
"453","C14H3N3S1P1",NA,"condensed aromatic","condensed aromatic",1.1667,0.5714,0.21,0,10.5,15.5,0.75
"454","C10H3O5N3P1",NA,"condensed aromatic","condensed aromatic",1.4286,1.6,0.3,0.5,2.5,11.5,0.25
"455","C7H3O2N9P1",NA,"unsaturated/lignin","unsaturated/lignin",-0.125,4,0.43,0.29,-0.5,11.5,-0.0714
"456","C15H4O4N2",NA,"condensed aromatic","condensed aromatic",1,0.6667,0.27,0.27,9,15,0.6
"457","C9H12O4N2S2",NA,"unsaturated/lignin","unsaturated/lignin",-0.3333,0.6667,1.33,0.44,-3,5,-0.3333
"458","C13H8O7",NA,"condensed aromatic","condensed aromatic",0.6842,0.4615,0.62,0.54,3,10,0.2308
"459","C10H12O7S1",NA,"unsaturated/lignin","unsaturated/lignin",0.0909,0.4,1.2,0.7,-3,5,-0.3
"460","C14H14O2P2",NA,"aromatic","aromatic",0.5455,-0.7143,1,0.14,5,9,0.3571
"461","C14H12O6",NA,"aromatic","aromatic",0.5455,0,0.86,0.43,3,9,0.2143
"462","C15H16O3S1",NA,"unsaturated/lignin","unsaturated/lignin",0.44,-0.5333,1.07,0.2,4,8,0.2667
"463","C11H16O8",NA,"unsaturated/lignin","unsaturated/lignin",0,0,1.45,0.73,-4,4,-0.3636
"464","C15H16O5",NA,"unsaturated/lignin","unsaturated/lignin",0.44,-0.4,1.07,0.33,3,8,0.2
"465","C7H16O2N8S1",NA,"condensed aromatic","condensed aromatic",2,2,2.29,0.29,-7,4,-1
"466","C12H25N1P3",NA,"aliphatic","lipid",-0.1875,-1.8333,2.08,0,-1.5,2.5,-0.125
"467","C12H20O7",NA,"aliphatic","aliphatic",-0.0588,-0.5,1.67,0.58,-4,3,-0.3333
"468","C12H16O2N6",NA,"unsaturated/lignin","unsaturated/lignin",0.2,0.5,1.33,0.17,0,8,0
"469","C16H20O4",NA,"unsaturated/lignin","unsaturated/lignin",0.3571,-0.75,1.25,0.25,3,7,0.1875
"470","C13H20O1N6",NA,"aliphatic","aliphatic+N",0.0769,0,1.54,0.08,0,7,0
"471","C17H24O3",NA,"unsaturated/lignin","unsaturated/lignin",0.2903,-1.0588,1.41,0.18,3,6,0.1765
"472","C14H28O3S1",NA,"aliphatic","lipid",-0.1304,-1.4286,2,0.21,-3,1,-0.2143
"473","C14H3O4N3",NA,"condensed aromatic","condensed aromatic",1.1111,1,0.21,0.29,8,15,0.5714
"474","C12H22O3S1P1",NA,"aliphatic","aliphatic",-0.1176,-1.1667,1.83,0.25,-2.5,2.5,-0.2083
"475","C12H19O1N7",NA,"aliphatic","aliphatic+N",-0.1111,0.3333,1.58,0.08,-1,7,-0.0833
"476","C14H30O1S1P1",NA,"aliphatic","lipid",-0.1739,-1.8571,2.14,0.07,-2.5,0.5,-0.1786
"477","C15H23O2N3",NA,"aliphatic","aliphatic+N",0.1818,-0.6667,1.53,0.13,1,6,0.0667
