"formula","Site","Treatment","Suction"
"C19H16O8","DWP","field moist","50 kPa"
"C19H16O8","DWP","drought","50 kPa"
"C19H16O8","CPCRW","time zero","1.5 kPa"
"C19H16O8","CPCRW","time zero","50 kPa"
"C19H16O8","SR","flood","1.5 kPa"
"C19H16O8","DWP","flood","1.5 kPa"
"C16H20O8S1","DWP","field moist","50 kPa"
"C12H20O13","DWP","time zero","50 kPa"
"C12H20O13","CPCRW","drought","1.5 kPa"
"C16H20O10","CPCRW","field moist","50 kPa"
"C16H20O10","CPCRW","drought","50 kPa"
"C16H20O10","SR","drought","50 kPa"
"C16H20O10","SR","field moist","1.5 kPa"
"C16H20O10","CPCRW","flood","50 kPa"
"C16H20O10","DWP","time zero","50 kPa"
"C16H20O10","CPCRW","flood","1.5 kPa"
"C16H20O10","CPCRW","field moist","1.5 kPa"
"C16H20O10","CPCRW","drought","1.5 kPa"
"C16H20O10","DWP","time zero","1.5 kPa"
"C16H20O10","DWP","field moist","1.5 kPa"
"C16H20O10","DWP","drought","1.5 kPa"
"C16H20O10","SR","time zero","1.5 kPa"
"C16H20O10","DWP","flood","50 kPa"
"C16H20O10","DWP","field moist","50 kPa"
"C16H20O10","SR","time zero","50 kPa"
"C16H20O10","DWP","drought","50 kPa"
"C16H20O10","SR","field moist","50 kPa"
"C16H20O10","CPCRW","time zero","1.5 kPa"
"C16H20O10","CPCRW","time zero","50 kPa"
"C16H20O10","SR","flood","50 kPa"
"C16H20O10","SR","flood","1.5 kPa"
"C16H20O10","DWP","flood","1.5 kPa"
"C20H20O7","CPCRW","field moist","50 kPa"
"C20H20O7","CPCRW","drought","50 kPa"
"C20H20O7","SR","drought","50 kPa"
"C20H20O7","CPCRW","flood","50 kPa"
"C20H20O7","DWP","time zero","50 kPa"
"C20H20O7","CPCRW","flood","1.5 kPa"
"C20H20O7","CPCRW","field moist","1.5 kPa"
"C20H20O7","DWP","field moist","1.5 kPa"
"C20H20O7","DWP","flood","50 kPa"
"C20H20O7","DWP","field moist","50 kPa"
"C20H20O7","DWP","drought","50 kPa"
"C20H20O7","SR","field moist","50 kPa"
"C20H20O7","CPCRW","time zero","1.5 kPa"
"C20H20O7","CPCRW","time zero","50 kPa"
"C20H20O7","DWP","flood","1.5 kPa"
"C17H24O7S1","DWP","time zero","50 kPa"
"C17H24O7S1","DWP","time zero","1.5 kPa"
"C17H24O7S1","DWP","field moist","50 kPa"
"C17H24O7S1","DWP","drought","50 kPa"
"C13H24O12","CPCRW","drought","50 kPa"
"C13H24O12","DWP","time zero","50 kPa"
"C13H24O12","DWP","time zero","1.5 kPa"
"C13H24O12","DWP","drought","1.5 kPa"
"C13H24O12","CPCRW","drought","1.5 kPa"
"C13H24O12","DWP","drought","50 kPa"
"C17H24O9","CPCRW","field moist","50 kPa"
"C17H24O9","CPCRW","drought","50 kPa"
"C17H24O9","SR","drought","50 kPa"
"C17H24O9","SR","field moist","1.5 kPa"
"C17H24O9","CPCRW","flood","50 kPa"
"C17H24O9","DWP","time zero","50 kPa"
"C17H24O9","CPCRW","flood","1.5 kPa"
"C17H24O9","CPCRW","field moist","1.5 kPa"
"C17H24O9","CPCRW","drought","1.5 kPa"
"C17H24O9","DWP","time zero","1.5 kPa"
"C17H24O9","DWP","field moist","1.5 kPa"
"C17H24O9","DWP","drought","1.5 kPa"
"C17H24O9","SR","time zero","1.5 kPa"
"C17H24O9","DWP","flood","50 kPa"
"C17H24O9","DWP","field moist","50 kPa"
"C17H24O9","SR","time zero","50 kPa"
"C17H24O9","SR","drought","1.5 kPa"
"C17H24O9","DWP","drought","50 kPa"
"C17H24O9","SR","field moist","50 kPa"
"C17H24O9","CPCRW","time zero","1.5 kPa"
"C17H24O9","CPCRW","time zero","50 kPa"
"C17H24O9","SR","flood","50 kPa"
"C17H24O9","SR","flood","1.5 kPa"
"C17H24O9","DWP","flood","1.5 kPa"
"C21H24O6","CPCRW","field moist","50 kPa"
"C21H24O6","CPCRW","drought","50 kPa"
"C21H24O6","SR","drought","50 kPa"
"C21H24O6","CPCRW","flood","50 kPa"
"C21H24O6","DWP","time zero","50 kPa"
"C21H24O6","CPCRW","flood","1.5 kPa"
"C21H24O6","CPCRW","field moist","1.5 kPa"
"C21H24O6","DWP","field moist","1.5 kPa"
"C21H24O6","SR","time zero","1.5 kPa"
"C21H24O6","DWP","flood","50 kPa"
"C21H24O6","DWP","field moist","50 kPa"
"C21H24O6","DWP","drought","50 kPa"
"C21H24O6","SR","field moist","50 kPa"
"C21H24O6","CPCRW","time zero","1.5 kPa"
"C21H24O6","CPCRW","time zero","50 kPa"
"C21H24O6","SR","flood","50 kPa"
"C21H24O6","SR","time zero","50 kPa"
"C21H24O6","DWP","flood","1.5 kPa"
"C18H28O6S1","SR","drought","50 kPa"
"C18H28O6S1","SR","drought","1.5 kPa"
"C18H28O8","CPCRW","field moist","50 kPa"
"C18H28O8","CPCRW","drought","50 kPa"
"C18H28O8","SR","drought","50 kPa"
"C18H28O8","SR","field moist","1.5 kPa"
"C18H28O8","CPCRW","flood","50 kPa"
"C18H28O8","DWP","time zero","50 kPa"
"C18H28O8","CPCRW","flood","1.5 kPa"
"C18H28O8","CPCRW","field moist","1.5 kPa"
"C18H28O8","CPCRW","drought","1.5 kPa"
"C18H28O8","DWP","time zero","1.5 kPa"
"C18H28O8","DWP","field moist","1.5 kPa"
"C18H28O8","DWP","drought","1.5 kPa"
"C18H28O8","SR","time zero","1.5 kPa"
"C18H28O8","DWP","flood","50 kPa"
"C18H28O8","DWP","field moist","50 kPa"
"C18H28O8","SR","time zero","50 kPa"
"C18H28O8","SR","drought","1.5 kPa"
"C18H28O8","DWP","drought","50 kPa"
"C18H28O8","SR","field moist","50 kPa"
"C18H28O8","CPCRW","time zero","1.5 kPa"
"C18H28O8","CPCRW","time zero","50 kPa"
"C18H28O8","SR","flood","50 kPa"
"C18H28O8","SR","flood","1.5 kPa"
"C18H28O8","DWP","flood","1.5 kPa"
"C22H28O5","CPCRW","field moist","50 kPa"
"C22H28O5","CPCRW","drought","50 kPa"
"C22H28O5","CPCRW","flood","50 kPa"
"C22H28O5","DWP","time zero","50 kPa"
"C22H28O5","CPCRW","flood","1.5 kPa"
"C22H28O5","CPCRW","field moist","1.5 kPa"
"C22H28O5","DWP","field moist","1.5 kPa"
"C22H28O5","DWP","field moist","50 kPa"
"C22H28O5","DWP","drought","50 kPa"
"C22H28O5","CPCRW","time zero","1.5 kPa"
"C22H28O5","CPCRW","time zero","50 kPa"
"C22H28O5","DWP","flood","50 kPa"
"C22H28O5","SR","flood","50 kPa"
"C19H32O7","CPCRW","drought","50 kPa"
"C19H32O7","SR","drought","50 kPa"
"C19H32O7","SR","field moist","1.5 kPa"
"C19H32O7","CPCRW","flood","50 kPa"
"C19H32O7","DWP","time zero","50 kPa"
"C19H32O7","CPCRW","flood","1.5 kPa"
"C19H32O7","CPCRW","field moist","1.5 kPa"
"C19H32O7","CPCRW","drought","1.5 kPa"
"C19H32O7","DWP","time zero","1.5 kPa"
"C19H32O7","DWP","field moist","1.5 kPa"
"C19H32O7","DWP","drought","1.5 kPa"
"C19H32O7","SR","time zero","1.5 kPa"
"C19H32O7","DWP","flood","50 kPa"
"C19H32O7","DWP","field moist","50 kPa"
"C19H32O7","SR","time zero","50 kPa"
"C19H32O7","SR","drought","1.5 kPa"
"C19H32O7","DWP","drought","50 kPa"
