"","formula","EMSL_class","Class","Class_detailed","AImod","NOSC","HC","OC","DBE_AI","DBE","DBE_C"
"243","C10H18O6","AminoSugar","aliphatic","aliphatic",-0.1429,-0.6,1.8,0.6,-4,2,-0.4
"244","C14H18O3","Lignin","unsaturated/lignin","unsaturated/lignin",0.36,-0.8571,1.29,0.21,3,6,0.2143
"245","C11H22O5","Protein","aliphatic","lipid",-0.1765,-1.0909,2,0.45,-4,1,-0.3636
"246","C15H22O2","Lignin","unsaturated/lignin","unsaturated/lignin",0.2857,-1.2,1.47,0.13,3,5,0.2
"247","C16H26O1","Lipid","aliphatic","aliphatic",0.2258,-1.5,1.62,0.06,3,4,0.1875
"248","C9H2O1N1S2P1","ConHC","condensed aromatic","condensed aromatic",1.2222,0.7778,0.22,0.11,5,10,0.5556
"249","C7H9O6N1S1","Tannin","unsaturated/lignin","unsaturated/lignin",-0.5,1.1429,1.29,0.86,-4,4,-0.5714
"250","C8H13O5N1S1","AminoSugar","aliphatic","aliphatic+N",-0.4286,0.25,1.62,0.62,-4,3,-0.5
"251","C8H13O7N1","Carb","aliphatic","aliphatic+N",-0.4286,0.5,1.62,0.88,-5,3,-0.625
"252","C9H17O6N1","AminoSugar","aliphatic","aliphatic+N",-0.4,-0.2222,1.89,0.67,-5,2,-0.5556
"253","C11H8O6","ConHC","aromatic","aromatic",0.625,0.3636,0.73,0.55,2,8,0.1818
"254","C8H12O6S1","Carb","aliphatic","aliphatic",-0.25,0.25,1.5,0.75,-4,3,-0.5
"255","C8H12O8","Carb","aliphatic","aliphatic",-0.25,0.5,1.5,1,-5,3,-0.625
"256","C12H12O5","Lignin","unsaturated/lignin","unsaturated/lignin",0.4737,-0.1667,1,0.42,2,7,0.1667
"257","C9H16O5S1","AminoSugar","aliphatic","aliphatic",-0.2727,-0.4444,1.78,0.56,-4,2,-0.4444
"258","C8H16O4N2S1","Protein","aliphatic","lipid",-1,0,2,0.5,-5,2,-0.625
"259","C9H16O7","Carb","aliphatic","aliphatic",-0.2727,-0.2222,1.78,0.78,-5,2,-0.5556
"260","C13H16O4","Lignin","unsaturated/lignin","unsaturated/lignin",0.3636,-0.6154,1.23,0.31,2,6,0.1538
"261","C10H20O4S1","Protein","aliphatic","lipid",-0.2857,-1,2,0.4,-4,1,-0.4
"262","C12H16O3N2","Lignin","unsaturated/lignin","unsaturated/lignin",0.2941,-0.3333,1.33,0.25,1,6,0.0833
"263","C10H21O4P1","Protein","aliphatic","lipid",-0.2857,-1.3,2.1,0.4,-4,1,-0.4
"264","C10H20O6","AminoSugar","aliphatic","lipid",-0.2857,-0.8,2,0.6,-5,1,-0.5
"265","C14H20O3","Lignin","unsaturated/lignin","unsaturated/lignin",0.28,-1,1.43,0.21,2,5,0.1429
"266","C11H24O3S1","Lipid","aliphatic","lipid",-0.2941,-1.4545,2.18,0.27,-4,0,-0.3636
"267","C15H24O2","Lipid","aliphatic","aliphatic",0.2143,-1.3333,1.6,0.13,2,4,0.1333
"268","C7H11O6N1S1","Carb","aliphatic","aliphatic+N",-1,0.8571,1.57,0.86,-5,3,-0.7143
"269","C11H11O5N1","Lignin","unsaturated/lignin","unsaturated/lignin",0.4667,0.1818,1,0.45,1,7,0.0909
"270","C8H15O7N1","Carb","aliphatic","aliphatic+N",-0.7143,0.25,1.88,0.88,-6,2,-0.75
"271","C9H19O4N1S1","Protein","aliphatic","lipid",-0.6,-0.6667,2.11,0.44,-5,1,-0.5556
"272","C10H6O7","ConHC","condensed aromatic","condensed aromatic",0.6923,0.8,0.6,0.7,1,8,0.1
"273","C7H10O7S1","Tannin","unsaturated/lignin","unsaturated/lignin",-0.6,0.8571,1.43,1,-5,3,-0.7143
"274","C13H7O1N2P1","ConHC","condensed aromatic","condensed aromatic",0.8947,0.0769,0.54,0.08,8,12,0.6154
"275","C13H6O3N2","ConHC","condensed aromatic","condensed aromatic",0.8947,0.4615,0.46,0.23,7,12,0.5385
"276","C11H10O6","Lignin","unsaturated/lignin","unsaturated/lignin",0.5,0.1818,0.91,0.55,1,7,0.0909
"277","C8H14O6S1","Carb","aliphatic","aliphatic",-0.5,0,1.75,0.75,-5,2,-0.625
"278","C8H14O8","Carb","aliphatic","aliphatic",-0.5,0.25,1.75,1,-6,2,-0.75
"279","C12H14O5","Lignin","unsaturated/lignin","unsaturated/lignin",0.3684,-0.3333,1.17,0.42,1,6,0.0833
"280","C9H18O5S1","AminoSugar","aliphatic","lipid",-0.4545,-0.6667,2,0.56,-5,1,-0.5556
"281","C9H18O7","Carb","aliphatic","lipid",-0.4545,-0.4444,2,0.78,-6,1,-0.6667
"282","C13H18O4","Lignin","unsaturated/lignin","unsaturated/lignin",0.2727,-0.7692,1.38,0.31,1,5,0.0769
"283","C10H22O4S1","Protein","aliphatic","lipid",-0.4286,-1.2,2.2,0.4,-5,0,-0.5
"284","C10H23O4P1","Other","aliphatic","lipid",-0.4286,-1.5,2.3,0.4,-5,0,-0.5
"285","C14H22O3","Lipid","aliphatic","aliphatic",0.2,-1.1429,1.57,0.21,1,4,0.0714
"286","C15H26O2","Lipid","aliphatic","aliphatic",0.1429,-1.4667,1.73,0.13,1,3,0.0667
"287","C11H13O5N1","Lignin","unsaturated/lignin","unsaturated/lignin",0.3333,0,1.18,0.45,0,6,0
"288","C12H17O4N1","Lignin","unsaturated/lignin","unsaturated/lignin",0.2222,-0.5,1.42,0.33,0,5,0
"289","C14H25O2N1","Lipid","aliphatic","aliphatic+N",0.0833,-1.2857,1.79,0.14,0,3,0
"290","C10H8O7","Tannin","aromatic","aromatic",0.5385,0.6,0.8,0.7,0,7,0
"291","C7H12O7S1","Carb","aliphatic","aliphatic",-1,0.5714,1.71,1,-6,2,-0.8571
"292","C14H8O4","ConHC","condensed aromatic","condensed aromatic",0.75,0,0.57,0.29,7,11,0.5
"293","C13H9O1N2P1","ConHC","condensed aromatic","condensed aromatic",0.7895,-0.0769,0.69,0.08,7,11,0.5385
"294","C11H12O6","Lignin","unsaturated/lignin","unsaturated/lignin",0.375,0,1.09,0.55,0,6,0
"295","C10H13O3N2P1","Lignin","unsaturated/lignin","unsaturated/lignin",0.2727,-0.1,1.3,0.3,0,6,0
"296","C8H16O6S1","Carb","aliphatic","lipid",-0.75,-0.25,2,0.75,-6,1,-0.75
"297","C12H17O1S1P1","UnsatHC","unsaturated/lignin","unsaturated/lignin",0.2632,-1.0833,1.42,0.08,2,5,0.1667
"298","C10H12O5N2","Lignin","unsaturated/lignin","unsaturated/lignin",0.2727,0.4,1.2,0.5,-1,6,-0.1
"299","C15H12O3","Lignin","aromatic","aromatic",0.6296,-0.4,0.8,0.2,7,10,0.4667
"300","C12H16O3S1","Lignin","unsaturated/lignin","unsaturated/lignin",0.2632,-0.6667,1.33,0.25,1,5,0.0833
"301","C8H16O8","Carb","aliphatic","carbohydrate",-0.75,0,2,1,-7,1,-0.875
"302","C12H16O5","Lignin","unsaturated/lignin","unsaturated/lignin",0.2632,-0.5,1.33,0.42,0,5,0
"303","C13H20O4","Protein","aliphatic","aliphatic",0.1818,-0.9231,1.54,0.31,0,4,0
"304","C12H20O3N2","Lipid","aliphatic","aliphatic+N",0.0588,-0.6667,1.67,0.25,-1,4,-0.0833
"305","C14H24O3","Lipid","aliphatic","aliphatic",0.12,-1.2857,1.71,0.21,0,3,0
"306","C15H28O2","Lipid","aliphatic","aliphatic",0.0714,-1.6,1.87,0.13,0,2,0
"307","C16H32O1","Lipid","aliphatic","lipid",0.0323,-1.875,2,0.06,0,1,0
"308","C10H11O6N1","Lignin","unsaturated/lignin","unsaturated/lignin",0.3333,0.4,1.1,0.6,-1,6,-0.1
"309","C11H15O5N1","Lignin","unsaturated/lignin","unsaturated/lignin",0.2,-0.1818,1.36,0.45,-1,5,-0.0909
"310","C13H23O3N1","Lipid","aliphatic","aliphatic+N",0.0476,-1.0769,1.77,0.23,-1,3,-0.0769
"311","C12H3O4P1","ConHC","condensed aromatic","condensed aromatic",1,0.4167,0.25,0.33,7,12,0.5833
"312","C9H6O8","ConHC","aromatic","aromatic",0.6,1.1111,0.67,0.89,-1,7,-0.1111
"313","C13H6O5","ConHC","condensed aromatic","condensed aromatic",0.8095,0.3077,0.46,0.38,6,11,0.4615
"314","C12H7O2N2P1","ConHC","condensed aromatic","condensed aromatic",0.875,0.25,0.58,0.17,6,11,0.5
"315","C10H10O5S1","Lignin","unsaturated/lignin","unsaturated/lignin",0.3846,0.2,1,0.5,0,6,0
"316","C10H10O7","Tannin","unsaturated/lignin","unsaturated/lignin",0.3846,0.4,1,0.7,-1,6,-0.1
"317","C9H10O6N2","Tannin","unsaturated/lignin","unsaturated/lignin",0.25,0.8889,1.11,0.67,-2,6,-0.2222
"318","C14H10O4","ConHC","condensed aromatic","condensed aromatic",0.6667,-0.1429,0.71,0.29,6,10,0.4286
"319","C13H11O1N2P1","UnsatHC","condensed aromatic","condensed aromatic",0.6842,-0.2308,0.85,0.08,6,10,0.4615
"320","C11H14O4S1","Lignin","unsaturated/lignin","unsaturated/lignin",0.25,-0.3636,1.27,0.36,0,5,0
"321","C11H15O4P1","Lignin","unsaturated/lignin","unsaturated/lignin",0.25,-0.6364,1.36,0.36,0,5,0
"322","C11H14O6","Lignin","unsaturated/lignin","unsaturated/lignin",0.25,-0.1818,1.27,0.55,-1,5,-0.0909
"323","C8H18O6S1","Other","aliphatic","lipid",-1,-0.5,2.25,0.75,-7,0,-0.875
"324","C10H14O5N2","Lignin","unsaturated/lignin","unsaturated/lignin",0.0909,0.2,1.4,0.5,-2,5,-0.2
"325","C8H19O6P1","Other","aliphatic","lipid",-1,-0.875,2.38,0.75,-7,0,-0.875
"326","C15H14O3","Lignin","aromatic","aromatic",0.5556,-0.5333,0.93,0.2,6,9,0.4
"327","C8H18O8","Other","aliphatic","carbohydrate",-1,-0.25,2.25,1,-8,0,-1
"328","C7H18O7N2","Other","aliphatic","carbohydrate",-3.6667,0.2857,2.57,1,-9,0,-1.2857
"329","C12H18O5","Protein","aliphatic","aliphatic",0.1579,-0.6667,1.5,0.42,-1,4,-0.0833
"330","C11H18O4N2","Protein","aliphatic","aliphatic+N",0,-0.3636,1.64,0.36,-2,4,-0.1818
"331","C16H18O2","Lignin","unsaturated/lignin","unsaturated/lignin",0.4667,-0.875,1.12,0.12,6,8,0.375
"332","C13H22O4","Protein","aliphatic","aliphatic",0.0909,-1.0769,1.69,0.31,-1,3,-0.0769
"333","C12H22O3N2","Lipid","aliphatic","aliphatic+N",-0.0588,-0.8333,1.83,0.25,-2,3,-0.1667
"334","C14H26O3","Lipid","aliphatic","aliphatic",0.04,-1.4286,1.86,0.21,-1,2,-0.0714
"335","C15H30O2","Lipid","aliphatic","lipid",0,-1.7333,2,0.13,-1,1,-0.0667
"336","C10H13O6N1","Lignin","unsaturated/lignin","unsaturated/lignin",0.1667,0.2,1.3,0.6,-2,5,-0.2
"337","C9H13O5N3","Lignin","unsaturated/lignin","unsaturated/lignin",-0.1429,0.6667,1.44,0.56,-3,5,-0.3333
"338","C7H18O6N1P1","Other","aliphatic","lipid",-2.5,-0.4286,2.57,0.86,-8,0,-1.1429
"339","C11H17O5N1","Protein","aliphatic","aliphatic+N",0.0667,-0.3636,1.55,0.45,-2,4,-0.1818
"340","C10H17O4N3","Protein","aliphatic","aliphatic+N",-0.2,0,1.7,0.4,-3,4,-0.3
"341","C12H21O4N1","Protein","aliphatic","aliphatic+N",0,-0.8333,1.75,0.33,-2,3,-0.1667
"342","C13H25O3N1","Lipid","aliphatic","aliphatic+N",-0.0476,-1.2308,1.92,0.23,-2,2,-0.1538
"343","C8H4O9","Other","condensed aromatic","condensed aromatic",0.7143,1.75,0.5,1.12,-2,7,-0.25
"344","C6H13O4S2P1","AminoSugar","aliphatic","lipid",-4,-0.1667,2.17,0.67,-6,1,-1
"345","C9H8O8","Tannin","unsaturated/lignin","unsaturated/lignin",0.4,0.8889,0.89,0.89,-2,6,-0.2222
"346","C13H8O5","ConHC","condensed aromatic","condensed aromatic",0.7143,0.1538,0.62,0.38,5,10,0.3846
"347","C10H12O5S1","Lignin","unsaturated/lignin","unsaturated/lignin",0.2308,0,1.2,0.5,-1,5,-0.1
"348","C9H12O4N2S1","Lignin","unsaturated/lignin","unsaturated/lignin",0,0.4444,1.33,0.44,-2,5,-0.2222
"349","C7H17O5S1P1","Other","aliphatic","lipid",-1.8,-0.7143,2.43,0.71,-7,0,-1
"350","C10H12O7","Tannin","unsaturated/lignin","unsaturated/lignin",0.2308,0.2,1.2,0.7,-2,5,-0.2
"351","C9H12O6N2","Tannin","unsaturated/lignin","unsaturated/lignin",0,0.6667,1.33,0.67,-3,5,-0.3333
"352","C14H12O4","Lignin","aromatic","aromatic",0.5833,-0.2857,0.86,0.29,5,9,0.3571
"353","C11H16O6","Lignin","unsaturated/lignin","unsaturated/lignin",0.125,-0.3636,1.45,0.55,-2,4,-0.1818
"354","C10H16O5N2","Protein","aliphatic","aliphatic+N",-0.0909,0,1.6,0.5,-3,4,-0.3
"355","C15H16O3","Lignin","unsaturated/lignin","unsaturated/lignin",0.4815,-0.6667,1.07,0.2,5,8,0.3333
"356","C12H20O5","Protein","aliphatic","aliphatic",0.0526,-0.8333,1.67,0.42,-2,3,-0.1667
"357","C11H20O4N2","Protein","aliphatic","aliphatic+N",-0.1429,-0.5455,1.82,0.36,-3,3,-0.2727
"358","C16H20O2","Lignin","unsaturated/lignin","unsaturated/lignin",0.4,-1,1.25,0.12,5,7,0.3125
"359","C13H24O4","Protein","aliphatic","aliphatic",0,-1.2308,1.85,0.31,-2,2,-0.1538
"360","C12H24O3N2","Lipid","aliphatic","lipid",-0.1765,-1,2,0.25,-3,2,-0.25
"361","C14H28O3","Lipid","aliphatic","lipid",-0.04,-1.5714,2,0.21,-2,1,-0.1429
"362","C8H7O4N1S2","Lignin","unsaturated/lignin","unsaturated/lignin",0.3333,1,0.88,0.5,-1,6,-0.125
"363","C10H15O6N1","AminoSugar","aliphatic","aliphatic+N",0,0,1.5,0.6,-3,4,-0.3
"364","C11H19O5N1","Protein","aliphatic","aliphatic+N",-0.0667,-0.5455,1.73,0.45,-3,3,-0.2727
"365","C10H19O4N3","Protein","aliphatic","aliphatic+N",-0.4,-0.2,1.9,0.4,-4,3,-0.4
"366","C12H23O4N1","Protein","aliphatic","aliphatic+N",-0.1111,-1,1.92,0.33,-3,2,-0.25
"367","C12H6O6","ConHC","condensed aromatic","condensed aromatic",0.7778,0.5,0.5,0.5,4,10,0.3333
"368","C9H10O8","Tannin","unsaturated/lignin","unsaturated/lignin",0.2,0.6667,1.11,0.89,-3,5,-0.3333
"369","C13H10O5","ConHC","aromatic","aromatic",0.619,0,0.77,0.38,4,9,0.3077
"370","C10H14O5S1","Lignin","unsaturated/lignin","unsaturated/lignin",0.0769,-0.2,1.4,0.5,-2,4,-0.2
"371","C10H14O7","Tannin","unsaturated/lignin","unsaturated/lignin",0.0769,0,1.4,0.7,-3,4,-0.3
"372","C9H14O6N2","AminoSugar","aliphatic","aliphatic+N",-0.25,0.4444,1.56,0.67,-4,4,-0.4444
"373","C14H14O4","Lignin","unsaturated/lignin","unsaturated/lignin",0.5,-0.4286,1,0.29,4,8,0.2857
"374","C11H18O6","Protein","aliphatic","aliphatic",0,-0.5455,1.64,0.55,-3,3,-0.2727
"375","C10H18O5N2","Protein","aliphatic","aliphatic+N",-0.2727,-0.2,1.8,0.5,-4,3,-0.4
"376","C15H18O3","Lignin","unsaturated/lignin","unsaturated/lignin",0.4074,-0.8,1.2,0.2,4,7,0.2667
"377","C14H18O2N2","Lignin","unsaturated/lignin","unsaturated/lignin",0.3636,-0.5714,1.29,0.14,3,7,0.2143
"378","C12H22O5","Protein","aliphatic","aliphatic",-0.0526,-1,1.83,0.42,-3,2,-0.25
"379","C11H22O4N2","Protein","aliphatic","lipid",-0.2857,-0.7273,2,0.36,-4,2,-0.3636
"380","C16H22O2","Lignin","unsaturated/lignin","unsaturated/lignin",0.3333,-1.125,1.38,0.12,4,6,0.25
"381","C13H26O4","Protein","aliphatic","lipid",-0.0909,-1.3846,2,0.31,-3,1,-0.2308
"382","C8H13O2N3S2","Lipid","aliphatic","aliphatic+N",-1,0.5,1.62,0.25,-3,4,-0.375
"383","C10H17O6N1","AminoSugar","aliphatic","aliphatic+N",-0.1667,-0.2,1.7,0.6,-4,3,-0.4
"384","C9H17O5N3","AminoSugar","aliphatic","aliphatic+N",-0.7143,0.2222,1.89,0.56,-5,3,-0.5556
"385","C12H8O6","ConHC","condensed aromatic","condensed aromatic",0.6667,0.3333,0.67,0.5,3,9,0.25
"386","C9H12O8","Tannin","unsaturated/lignin","unsaturated/lignin",0,0.4444,1.33,0.89,-4,4,-0.4444
"387","C13H12O5","Lignin","aromatic","aromatic",0.5238,-0.1538,0.92,0.38,3,8,0.2308
"388","C10H16O5S1","Protein","aliphatic","aliphatic",-0.0769,-0.4,1.6,0.5,-3,3,-0.3
"389","C10H16O7","Carb","aliphatic","aliphatic",-0.0769,-0.2,1.6,0.7,-4,3,-0.4
"390","C16H12O1N2","ConHC","condensed aromatic","condensed aromatic",0.7037,-0.25,0.75,0.06,9,12,0.5625
"391","C9H16O6N2","AminoSugar","aliphatic","aliphatic+N",-0.5,0.2222,1.78,0.67,-5,3,-0.5556
"392","C14H16O4","Lignin","unsaturated/lignin","unsaturated/lignin",0.4167,-0.5714,1.14,0.29,3,7,0.2143
"393","C11H20O6","Protein","aliphatic","aliphatic",-0.125,-0.7273,1.82,0.55,-4,2,-0.3636
"394","C15H20O3","Lignin","unsaturated/lignin","unsaturated/lignin",0.3333,-0.9333,1.33,0.2,3,6,0.2
"395","C12H24O5","Protein","aliphatic","lipid",-0.1579,-1.1667,2,0.42,-4,1,-0.3333
"396","C16H24O2","Lipid","aliphatic","aliphatic",0.2667,-1.25,1.5,0.12,3,5,0.1875
"397","C8H11O6N1S1","Tannin","unsaturated/lignin","unsaturated/lignin",-0.3333,0.75,1.38,0.75,-4,4,-0.5
"398","C12H11O3N1S1","Lignin","aromatic","aromatic",0.5294,0,0.92,0.25,3,8,0.25
"399","C13H15O4N1","Lignin","unsaturated/lignin","unsaturated/lignin",0.4,-0.3077,1.15,0.31,2,7,0.1538
"400","C10H19O4N1S1","Protein","aliphatic","aliphatic+N",-0.3333,-0.6,1.9,0.4,-4,2,-0.4
"401","C11H6O7","ConHC","condensed aromatic","condensed aromatic",0.7333,0.7273,0.55,0.64,2,9,0.1818
"402","C14H7O1N2P1","ConHC","condensed aromatic","condensed aromatic",0.9048,0.0714,0.5,0.07,9,13,0.6429
"403","C12H11O4P1","Lignin","aromatic","aromatic",0.5556,-0.25,0.92,0.33,3,8,0.25
"404","C12H10O6","Lignin","aromatic","aromatic",0.5556,0.1667,0.83,0.5,2,8,0.1667
"405","C9H14O8","Carb","aliphatic","aliphatic",-0.2,0.2222,1.56,0.89,-5,3,-0.5556
"406","C13H14O5","Lignin","unsaturated/lignin","unsaturated/lignin",0.4286,-0.3077,1.08,0.38,2,7,0.1538
"407","C10H18O5S1","Protein","aliphatic","aliphatic",-0.2308,-0.6,1.8,0.5,-4,2,-0.4
"408","C9H18O4N2S1","Protein","aliphatic","lipid",-0.75,-0.2222,2,0.44,-5,2,-0.5556
"409","C10H18O7","Carb","aliphatic","aliphatic",-0.2308,-0.4,1.8,0.7,-5,2,-0.5
"410","C14H18O4","Lignin","unsaturated/lignin","unsaturated/lignin",0.3333,-0.7143,1.29,0.29,2,6,0.1429
"411","C11H22O6","Protein","aliphatic","lipid",-0.25,-0.9091,2,0.55,-5,1,-0.4545
"412","C15H22O3","Lignin","unsaturated/lignin","unsaturated/lignin",0.2593,-1.0667,1.47,0.2,2,5,0.1333
"413","C12H26O3S1","Lipid","aliphatic","lipid",-0.2632,-1.5,2.17,0.25,-4,0,-0.3333
"414","C16H26O2","Lipid","aliphatic","aliphatic",0.2,-1.375,1.62,0.12,2,4,0.125
"415","C8H13O6N1S1","Carb","aliphatic","aliphatic+N",-0.6667,0.5,1.62,0.75,-5,3,-0.625
"416","C12H13O5N1","Lignin","unsaturated/lignin","unsaturated/lignin",0.4118,0,1.08,0.42,1,7,0.0833
"417","C10H21O4N1S1","Protein","aliphatic","lipid",-0.5,-0.8,2.1,0.4,-5,1,-0.5
"418","C14H21O3N1","Lipid","aliphatic","aliphatic+N",0.2174,-0.8571,1.5,0.21,1,5,0.0714
"419","C11H8O7","ConHC","aromatic","aromatic",0.6,0.5455,0.73,0.64,1,8,0.0909
"420","C8H12O7S1","Carb","aliphatic","aliphatic",-0.4286,0.5,1.5,0.88,-5,3,-0.625
"421","C14H9O1N2P1","ConHC","condensed aromatic","condensed aromatic",0.8095,-0.0714,0.64,0.07,8,12,0.5714
"422","C12H12O6","Lignin","unsaturated/lignin","unsaturated/lignin",0.4444,0,1,0.5,1,7,0.0833
"423","C9H16O6S1","AminoSugar","aliphatic","aliphatic",-0.4,-0.2222,1.78,0.67,-5,2,-0.5556
"424","C9H17O6P1","AminoSugar","aliphatic","aliphatic",-0.4,-0.5556,1.89,0.67,-5,2,-0.5556
"425","C16H12O3","ConHC","aromatic","aromatic",0.6552,-0.375,0.75,0.19,8,11,0.5
"426","C9H16O8","Carb","aliphatic","aliphatic",-0.4,0,1.78,0.89,-6,2,-0.6667
"427","C13H16O5","Lignin","unsaturated/lignin","unsaturated/lignin",0.3333,-0.4615,1.23,0.38,1,6,0.0769
"428","C10H20O5S1","Protein","aliphatic","lipid",-0.3846,-0.8,2,0.5,-5,1,-0.5
"429","C12H16O4N2","Lignin","unsaturated/lignin","unsaturated/lignin",0.25,-0.1667,1.33,0.33,0,6,0
"430","C10H20O7","Carb","aliphatic","lipid",-0.3846,-0.6,2,0.7,-6,1,-0.6
"431","C14H20O4","Lignin","unsaturated/lignin","unsaturated/lignin",0.25,-0.8571,1.43,0.29,1,5,0.0714
"432","C11H24O4S1","Protein","aliphatic","lipid",-0.375,-1.2727,2.18,0.36,-5,0,-0.4545
"433","C15H24O3","Lipid","aliphatic","aliphatic",0.1852,-1.2,1.6,0.2,1,4,0.0667
"434","C16H28O2","Lipid","aliphatic","aliphatic",0.1333,-1.5,1.75,0.12,1,3,0.0625
"435","C11H11O6N1","Lignin","unsaturated/lignin","unsaturated/lignin",0.4286,0.3636,1,0.55,0,7,0
"436","C8H15O6N1S1","Carb","aliphatic","aliphatic+N",-1,0.25,1.88,0.75,-6,2,-0.75
"437","C10H6O8","ConHC","condensed aromatic","condensed aromatic",0.6667,1,0.6,0.8,0,8,0
"438","C11H10O7","Lignin","unsaturated/lignin","unsaturated/lignin",0.4667,0.3636,0.91,0.64,0,7,0
"439","C8H14O7S1","Carb","aliphatic","aliphatic",-0.7143,0.25,1.75,0.88,-6,2,-0.75
"440","C15H10O4","ConHC","condensed aromatic","condensed aromatic",0.6923,-0.1333,0.67,0.27,7,11,0.4667
"441","C14H11O1N2P1","ConHC","condensed aromatic","condensed aromatic",0.7143,-0.2143,0.79,0.07,7,11,0.5
"442","C8H14O9","Other","aliphatic","aliphatic",-0.7143,0.5,1.75,1.12,-7,2,-0.875
"443","C12H14O6","Lignin","unsaturated/lignin","unsaturated/lignin",0.3333,-0.1667,1.17,0.5,0,6,0
"444","C11H14O5N2","Lignin","unsaturated/lignin","unsaturated/lignin",0.2308,0.1818,1.27,0.45,-1,6,-0.0909
"445","C16H14O3","Lignin","aromatic","aromatic",0.5862,-0.5,0.88,0.19,7,10,0.4375
"446","C9H18O8","Carb","aliphatic","lipid",-0.6,-0.2222,2,0.89,-7,1,-0.7778
"447","C13H18O5","Lignin","unsaturated/lignin","unsaturated/lignin",0.2381,-0.6154,1.38,0.38,0,5,0
"448","C14H22O4","Lipid","aliphatic","aliphatic",0.1667,-1,1.57,0.29,0,4,0
"449","C15H26O3","Lipid","aliphatic","aliphatic",0.1111,-1.3333,1.73,0.2,0,3,0
"450","C16H30O2","Lipid","aliphatic","aliphatic",0.0667,-1.625,1.88,0.12,0,2,0
"451","C17H34O1","Lipid","aliphatic","lipid",0.0303,-1.8824,2,0.06,0,1,0
"452","C11H13O6N1","Lignin","unsaturated/lignin","unsaturated/lignin",0.2857,0.1818,1.18,0.55,-1,6,-0.0909
"453","C13H21O4N1","Protein","aliphatic","aliphatic+N",0.1,-0.7692,1.62,0.31,-1,4,-0.0769
"454","C14H25O3N1","Lipid","aliphatic","aliphatic+N",0.0435,-1.1429,1.79,0.21,-1,3,-0.0714
"455","C13H5O4P1","ConHC","condensed aromatic","condensed aromatic",0.9,0.2308,0.38,0.31,7,12,0.5385
"456","C10H8O8","Tannin","unsaturated/lignin","unsaturated/lignin",0.5,0.8,0.8,0.8,-1,7,-0.1
"457","C14H8O5","ConHC","condensed aromatic","condensed aromatic",0.7391,0.1429,0.57,0.36,6,11,0.4286
"458","C13H9O2N2P1","ConHC","condensed aromatic","condensed aromatic",0.7778,0.0769,0.69,0.15,6,11,0.4615
"459","C11H12O5S1","Lignin","unsaturated/lignin","unsaturated/lignin",0.3333,0,1.09,0.45,0,6,0
"460","C8H16O5S2","AminoSugar","aliphatic","lipid",-1,-0.25,2,0.62,-6,1,-0.75
"461","C11H12O7","Lignin","unsaturated/lignin","unsaturated/lignin",0.3333,0.1818,1.09,0.64,-1,6,-0.0909
"462","C8H16O7S1","Carb","aliphatic","lipid",-1,0,2,0.88,-7,1,-0.875
"463","C10H12O6N2","Lignin","unsaturated/lignin","unsaturated/lignin",0.2,0.6,1.2,0.6,-2,6,-0.2
"464","C8H17O7P1","Carb","aliphatic","lipid",-1,-0.375,2.12,0.88,-7,1,-0.875
"465","C15H12O4","Lignin","aromatic","aromatic",0.6154,-0.2667,0.8,0.27,6,10,0.4
"466","C14H13O1N2P1","UnsatHC","aromatic","aromatic",0.619,-0.3571,0.93,0.07,6,10,0.4286
"467","C12H16O4S1","Lignin","unsaturated/lignin","unsaturated/lignin",0.2222,-0.5,1.33,0.33,0,5,0
"468","C8H16O9","Other","aliphatic","carbohydrate",-1,0.25,2,1.12,-8,1,-1
"469","C12H16O6","Lignin","unsaturated/lignin","unsaturated/lignin",0.2222,-0.3333,1.33,0.5,-1,5,-0.0833
"470","C16H16O3","Lignin","aromatic","aromatic",0.5172,-0.625,1,0.19,6,9,0.375
"471","C9H20O8","Other","aliphatic","lipid",-0.8,-0.4444,2.22,0.89,-8,0,-0.8889
"472","C13H20O5","Protein","aliphatic","aliphatic",0.1429,-0.7692,1.54,0.38,-1,4,-0.0769
"473","C12H20O4N2","Protein","aliphatic","aliphatic+N",0,-0.5,1.67,0.33,-2,4,-0.1667
"474","C17H20O2","UnsatHC","unsaturated/lignin","unsaturated/lignin",0.4375,-0.9412,1.18,0.12,6,8,0.3529
"475","C14H24O4","Lipid","aliphatic","aliphatic",0.0833,-1.1429,1.71,0.29,-1,3,-0.0714
"476","C18H24O1","UnsatHC","unsaturated/lignin","unsaturated/lignin",0.3714,-1.2222,1.33,0.06,6,7,0.3333
"477","C15H28O3","Lipid","aliphatic","aliphatic",0.037,-1.4667,1.87,0.2,-1,2,-0.0667
"478","C16H32O2","Lipid","aliphatic","lipid",0,-1.75,2,0.12,-1,1,-0.0625
"479","C11H15O6N1","Lignin","unsaturated/lignin","unsaturated/lignin",0.1429,0,1.36,0.55,-2,5,-0.1818
"480","C15H15O3N1","Lignin","aromatic","aromatic",0.52,-0.4,1,0.2,5,9,0.3333
"481","C12H19O5N1","Protein","aliphatic","aliphatic+N",0.0588,-0.5,1.58,0.42,-2,4,-0.1667
"482","C13H23O4N1","Protein","aliphatic","aliphatic+N",0,-0.9231,1.77,0.31,-2,3,-0.1538
"483","C14H27O3N1","Lipid","aliphatic","aliphatic+N",-0.0435,-1.2857,1.93,0.21,-2,2,-0.1429
